CPID;LOC;ChrgSessID;Time;EVID;PluginTime;PlugoutTime;SOCStart;SOCEnd;ChrgTime;MaxChACPower;MaxChDCPower;MaxDischACPower;MaxDischDCPower;SwID;PowerCh
19bb314f;P1D1L1;4405779847857623;20210504T192607;6052213ef95ccf583fa12525;20210504T192600;20210505T062100;28.0;100.0;0 days 10:55:00;;;;;V1.4(5);47.879
20210504T192600;0.0;;;;;;;;;;;;;;
20210504T193100;0.586;;;;;;;;;;;;;;
20210504T193600;1.204;;;;;;;;;;;;;;
20210504T194100;1.822;;;;;;;;;;;;;;
20210504T194600;2.44;;;;;;;;;;;;;;
20210504T195100;3.059;;;;;;;;;;;;;;
20210504T195600;3.678;;;;;;;;;;;;;;
20210504T200100;4.297;;;;;;;;;;;;;;
20210504T200600;4.916;;;;;;;;;;;;;;
20210504T201100;5.535;;;;;;;;;;;;;;
20210504T201600;6.154;;;;;;;;;;;;;;
20210504T202100;6.773;;;;;;;;;;;;;;
20210504T202600;7.392;;;;;;;;;;;;;;
20210504T203100;7.908;;;;;;;;;;;;;;
20210504T203600;8.502;;;;;;;;;;;;;;
20210504T204100;9.121;;;;;;;;;;;;;;
20210504T204600;9.74;;;;;;;;;;;;;;
20210504T205100;10.359;;;;;;;;;;;;;;
20210504T205600;10.978;;;;;;;;;;;;;;
20210504T210100;11.446;;;;;;;;;;;;;;
20210504T210600;11.996;;;;;;;;;;;;;;
20210504T211100;12.615;;;;;;;;;;;;;;
20210504T211600;13.234;;;;;;;;;;;;;;
20210504T212100;13.853;;;;;;;;;;;;;;
20210504T212600;14.472;;;;;;;;;;;;;;
20210504T213100;15.091;;;;;;;;;;;;;;
20210504T213600;15.71;;;;;;;;;;;;;;
20210504T214100;16.329;;;;;;;;;;;;;;
20210504T214600;16.948;;;;;;;;;;;;;;
20210504T215100;17.567;;;;;;;;;;;;;;
20210504T215600;18.186;;;;;;;;;;;;;;
20210504T220100;18.803;;;;;;;;;;;;;;
20210504T220600;19.235;;;;;;;;;;;;;;
20210504T221100;19.807;;;;;;;;;;;;;;
20210504T221600;20.426;;;;;;;;;;;;;;
20210504T222100;21.045;;;;;;;;;;;;;;
20210504T222600;21.664;;;;;;;;;;;;;;
20210504T223100;22.283;;;;;;;;;;;;;;
20210504T223600;22.902;;;;;;;;;;;;;;
20210504T224100;23.522;;;;;;;;;;;;;;
20210504T224600;24.141;;;;;;;;;;;;;;
20210504T225100;24.76;;;;;;;;;;;;;;
20210504T225600;25.379;;;;;;;;;;;;;;
20210504T230100;25.998;;;;;;;;;;;;;;
20210504T230600;26.617;;;;;;;;;;;;;;
20210504T231100;27.236;;;;;;;;;;;;;;
20210504T231600;27.855;;;;;;;;;;;;;;
20210504T232100;28.474;;;;;;;;;;;;;;
20210504T232600;29.093;;;;;;;;;;;;;;
