CPID;LOC;ChrgSessID;Time;EVID;PluginTime;PlugoutTime;SOCStart;SOCEnd;ChrgTime;MaxChACPower;MaxChDCPower;MaxDischACPower;MaxDischDCPower;SwID;PowerCh
14c0911f;P1D1L1;7944799253777553;20210505T125908;;20210505T125812;20210505T161312;26.0;100.0;0 days 03:15:00;;;;;V1.4(5);15.08
20210505T125812;0.0;;;;;;;;;;;;;;
20210505T130312;0.517;;;;;;;;;;;;;;
20210505T130812;1.034;;;;;;;;;;;;;;
20210505T131312;1.351;;;;;;;;;;;;;;
20210505T131812;1.692;;;;;;;;;;;;;;
20210505T132312;2.048;;;;;;;;;;;;;;
20210505T132812;2.315;;;;;;;;;;;;;;
20210505T133312;2.665;;;;;;;;;;;;;;
20210505T133812;2.915;;;;;;;;;;;;;;
20210505T134312;3.219;;;;;;;;;;;;;;
20210505T134812;3.531;;;;;;;;;;;;;;
20210505T135312;3.831;;;;;;;;;;;;;;
20210505T135812;4.162;;;;;;;;;;;;;;
20210505T140312;4.519;;;;;;;;;;;;;;
20210505T140812;4.833;;;;;;;;;;;;;;
20210505T141312;5.139;;;;;;;;;;;;;;
20210505T141812;5.463;;;;;;;;;;;;;;
20210505T142312;5.778;;;;;;;;;;;;;;
20210505T142812;6.144;;;;;;;;;;;;;;
20210505T143312;6.445;;;;;;;;;;;;;;
20210505T143812;6.711;;;;;;;;;;;;;;
20210505T144312;7.045;;;;;;;;;;;;;;
20210505T144812;7.386;;;;;;;;;;;;;;
20210505T145312;7.685;;;;;;;;;;;;;;
20210505T145812;8.004;;;;;;;;;;;;;;
20210505T150312;8.372;;;;;;;;;;;;;;
20210505T150812;8.647;;;;;;;;;;;;;;
20210505T151312;9.108;;;;;;;;;;;;;;
20210505T151812;9.618;;;;;;;;;;;;;;
20210505T152312;10.129;;;;;;;;;;;;;;
20210505T152812;10.639;;;;;;;;;;;;;;
20210505T153312;11.149;;;;;;;;;;;;;;
20210505T153812;11.66;;;;;;;;;;;;;;
20210505T154312;12.034;;;;;;;;;;;;;;
20210505T154812;12.532;;;;;;;;;;;;;;
20210505T155312;13.043;;;;;;;;;;;;;;
20210505T155812;13.553;;;;;;;;;;;;;;
20210505T160312;14.062;;;;;;;;;;;;;;
20210505T160812;14.571;;;;;;;;;;;;;;
20210505T161312;15.08;;;;;;;;;;;;;;
