CPID;LOC;ChrgSessID;Time;EVID;PluginTime;PlugoutTime;SOCStart;SOCEnd;ChrgTime;MaxChACPower;MaxChDCPower;MaxDischACPower;MaxDischDCPower;SwID;PowerCh
8a5ab27c;P1D1L1;2120749355583394;20210408T145009;6050df4a7ae77b6ee7595856;20210408T144823;20210409T043823;35.0;100.0;0 days 13:50:00;;;;;V1.4(5);22.72
20210408T144823;0.0;;;;;;;;;;;;;;
20210408T145323;0.511;;;;;;;;;;;;;;
20210408T145823;1.026;;;;;;;;;;;;;;
20210408T150323;1.544;;;;;;;;;;;;;;
20210408T150823;2.06;;;;;;;;;;;;;;
20210408T151323;2.575;;;;;;;;;;;;;;
20210408T151823;3.091;;;;;;;;;;;;;;
20210408T152323;3.609;;;;;;;;;;;;;;
20210408T152823;4.124;;;;;;;;;;;;;;
20210408T153323;4.639;;;;;;;;;;;;;;
20210408T153823;5.155;;;;;;;;;;;;;;
20210408T154323;5.671;;;;;;;;;;;;;;
20210408T154823;6.186;;;;;;;;;;;;;;
20210408T155323;6.704;;;;;;;;;;;;;;
20210408T155823;7.22;;;;;;;;;;;;;;
20210408T160323;7.736;;;;;;;;;;;;;;
20210408T160823;8.25;;;;;;;;;;;;;;
20210408T161323;8.765;;;;;;;;;;;;;;
20210408T161823;9.282;;;;;;;;;;;;;;
20210408T162323;9.797;;;;;;;;;;;;;;
20210408T162823;10.309;;;;;;;;;;;;;;
20210408T163323;10.824;;;;;;;;;;;;;;
20210408T163823;11.338;;;;;;;;;;;;;;
20210408T164323;11.85;;;;;;;;;;;;;;
20210408T164823;12.367;;;;;;;;;;;;;;
20210408T165323;12.882;;;;;;;;;;;;;;
20210408T165823;13.396;;;;;;;;;;;;;;
20210408T170323;13.913;;;;;;;;;;;;;;
20210408T170823;14.426;;;;;;;;;;;;;;
20210408T171323;14.942;;;;;;;;;;;;;;
20210408T171823;15.453;;;;;;;;;;;;;;
20210408T172323;15.968;;;;;;;;;;;;;;
20210408T172823;16.482;;;;;;;;;;;;;;
20210408T173323;16.995;;;;;;;;;;;;;;
20210408T173823;17.508;;;;;;;;;;;;;;
20210408T174323;18.019;;;;;;;;;;;;;;
20210408T174823;18.533;;;;;;;;;;;;;;
20210408T175323;19.045;;;;;;;;;;;;;;
20210408T175823;19.561;;;;;;;;;;;;;;
20210408T180323;20.074;;;;;;;;;;;;;;
20210408T180823;20.581;;;;;;;;;;;;;;
20210408T181323;21.022;;;;;;;;;;;;;;
20210408T181823;21.394;;;;;;;;;;;;;;
