CPID;LOC;ChrgSessID;Time;EVID;PluginTime;PlugoutTime;SOCStart;SOCEnd;ChrgTime;MaxChACPower;MaxChDCPower;MaxDischACPower;MaxDischDCPower;SwID;PowerCh
19bb314f;P1D1L1;933785959353823;20210518T112808;6052213ef95ccf583fa12525;20210518T112744;20210519T052244;24.0;100.0;0 days 17:55:00;;;;;V1.4(5);51.178
20210518T112744;0.0;;;;;;;;;;;;;;
20210518T113244;0.586;;;;;;;;;;;;;;
20210518T113744;1.203;;;;;;;;;;;;;;
20210518T114244;1.821;;;;;;;;;;;;;;
20210518T114744;2.44;;;;;;;;;;;;;;
20210518T115244;3.058;;;;;;;;;;;;;;
20210518T115744;3.676;;;;;;;;;;;;;;
20210518T120244;4.295;;;;;;;;;;;;;;
20210518T120744;4.914;;;;;;;;;;;;;;
20210518T121244;5.532;;;;;;;;;;;;;;
20210518T121744;6.151;;;;;;;;;;;;;;
20210518T122244;6.627;;;;;;;;;;;;;;
20210518T122744;7.175;;;;;;;;;;;;;;
20210518T123244;7.793;;;;;;;;;;;;;;
20210518T123744;8.412;;;;;;;;;;;;;;
20210518T124244;9.03;;;;;;;;;;;;;;
20210518T124744;9.649;;;;;;;;;;;;;;
20210518T125244;10.267;;;;;;;;;;;;;;
20210518T125744;10.885;;;;;;;;;;;;;;
20210518T130244;11.504;;;;;;;;;;;;;;
20210518T130744;12.122;;;;;;;;;;;;;;
20210518T131244;12.741;;;;;;;;;;;;;;
20210518T131744;13.359;;;;;;;;;;;;;;
20210518T132244;13.978;;;;;;;;;;;;;;
20210518T132744;14.597;;;;;;;;;;;;;;
20210518T133244;15.216;;;;;;;;;;;;;;
20210518T133744;15.834;;;;;;;;;;;;;;
20210518T134244;16.453;;;;;;;;;;;;;;
20210518T134744;17.071;;;;;;;;;;;;;;
20210518T135244;17.69;;;;;;;;;;;;;;
20210518T135744;18.308;;;;;;;;;;;;;;
20210518T140244;18.927;;;;;;;;;;;;;;
20210518T140744;19.456;;;;;;;;;;;;;;
20210518T141244;19.953;;;;;;;;;;;;;;
20210518T141744;20.571;;;;;;;;;;;;;;
20210518T142244;21.19;;;;;;;;;;;;;;
20210518T142744;21.808;;;;;;;;;;;;;;
20210518T143244;22.427;;;;;;;;;;;;;;
20210518T143744;23.045;;;;;;;;;;;;;;
20210518T144244;23.664;;;;;;;;;;;;;;
20210518T144744;24.283;;;;;;;;;;;;;;
20210518T145244;24.901;;;;;;;;;;;;;;
20210518T145744;25.52;;;;;;;;;;;;;;
20210518T150244;26.139;;;;;;;;;;;;;;
20210518T150744;26.757;;;;;;;;;;;;;;
20210518T151244;27.375;;;;;;;;;;;;;;
20210518T151744;27.994;;;;;;;;;;;;;;
20210518T152244;28.612;;;;;;;;;;;;;;
20210518T152744;29.23;;;;;;;;;;;;;;
20210518T153244;29.849;;;;;;;;;;;;;;
20210518T153744;30.467;;;;;;;;;;;;;;
20210518T154244;31.085;;;;;;;;;;;;;;
20210518T154744;31.703;;;;;;;;;;;;;;
20210518T155244;32.322;;;;;;;;;;;;;;
20210518T155744;32.94;;;;;;;;;;;;;;
20210518T160244;33.558;;;;;;;;;;;;;;
20210518T160744;34.177;;;;;;;;;;;;;;
20210518T161244;34.796;;;;;;;;;;;;;;
20210518T161744;35.414;;;;;;;;;;;;;;
20210518T162244;36.032;;;;;;;;;;;;;;
20210518T162744;36.651;;;;;;;;;;;;;;
20210518T163244;37.269;;;;;;;;;;;;;;
20210518T163744;37.887;;;;;;;;;;;;;;
20210518T164244;38.505;;;;;;;;;;;;;;
20210518T164744;39.123;;;;;;;;;;;;;;
20210518T165244;39.742;;;;;;;;;;;;;;
20210518T165744;40.359;;;;;;;;;;;;;;
20210518T170244;40.978;;;;;;;;;;;;;;
20210518T170744;41.596;;;;;;;;;;;;;;
20210518T171244;42.214;;;;;;;;;;;;;;
20210518T171744;42.832;;;;;;;;;;;;;;
20210518T172244;43.451;;;;;;;;;;;;;;
20210518T172744;44.069;;;;;;;;;;;;;;
20210518T173244;44.687;;;;;;;;;;;;;;
20210518T173744;45.306;;;;;;;;;;;;;;
20210518T174244;45.924;;;;;;;;;;;;;;
20210518T174744;46.542;;;;;;;;;;;;;;
20210518T175244;47.16;;;;;;;;;;;;;;
20210518T175744;47.778;;;;;;;;;;;;;;
20210518T180244;48.377;;;;;;;;;;;;;;
20210518T180744;48.866;;;;;;;;;;;;;;
20210518T181244;49.276;;;;;;;;;;;;;;
20210518T181744;49.624;;;;;;;;;;;;;;
20210518T182244;49.913;;;;;;;;;;;;;;
20210518T182744;50.158;;;;;;;;;;;;;;
20210518T183244;50.366;;;;;;;;;;;;;;
20210518T183744;50.544;;;;;;;;;;;;;;
20210518T184244;50.698;;;;;;;;;;;;;;
20210518T184744;50.832;;;;;;;;;;;;;;
20210518T185244;50.95;;;;;;;;;;;;;;
20210518T185744;51.055;;;;;;;;;;;;;;
20210518T190244;51.149;;;;;;;;;;;;;;
20210518T190744;51.178;;;;;;;;;;;;;;
20210518T191244;51.178;;;;;;;;;;;;;;
20210518T191744;51.178;;;;;;;;;;;;;;
20210518T192244;51.178;;;;;;;;;;;;;;
20210518T192744;51.178;;;;;;;;;;;;;;
20210518T193244;51.178;;;;;;;;;;;;;;
20210518T193744;51.178;;;;;;;;;;;;;;
20210518T194244;51.178;;;;;;;;;;;;;;
20210518T194744;51.178;;;;;;;;;;;;;;
20210518T195244;51.178;;;;;;;;;;;;;;
20210518T195744;51.178;;;;;;;;;;;;;;
20210518T200244;51.178;;;;;;;;;;;;;;
20210518T200744;51.178;;;;;;;;;;;;;;
20210518T201244;51.178;;;;;;;;;;;;;;
20210518T201744;51.178;;;;;;;;;;;;;;
20210518T202244;51.178;;;;;;;;;;;;;;
20210518T202744;51.178;;;;;;;;;;;;;;
20210518T203244;51.178;;;;;;;;;;;;;;
20210518T203744;51.178;;;;;;;;;;;;;;
20210518T204244;51.178;;;;;;;;;;;;;;
20210518T204744;51.178;;;;;;;;;;;;;;
20210518T205244;51.178;;;;;;;;;;;;;;
20210518T205744;51.178;;;;;;;;;;;;;;
20210518T210244;51.178;;;;;;;;;;;;;;
20210518T210744;51.178;;;;;;;;;;;;;;
20210518T211244;51.178;;;;;;;;;;;;;;
20210518T211744;51.178;;;;;;;;;;;;;;
20210518T212244;51.178;;;;;;;;;;;;;;
20210518T212744;51.178;;;;;;;;;;;;;;
20210518T213244;51.178;;;;;;;;;;;;;;
20210518T213744;51.178;;;;;;;;;;;;;;
20210518T214244;51.178;;;;;;;;;;;;;;
20210518T214744;51.178;;;;;;;;;;;;;;
20210518T215244;51.178;;;;;;;;;;;;;;
20210518T215744;51.178;;;;;;;;;;;;;;
20210518T220244;51.178;;;;;;;;;;;;;;
20210518T220744;51.178;;;;;;;;;;;;;;
20210518T221244;51.178;;;;;;;;;;;;;;
20210518T221744;51.178;;;;;;;;;;;;;;
20210518T222244;51.178;;;;;;;;;;;;;;
20210518T222744;51.178;;;;;;;;;;;;;;
20210518T223244;51.178;;;;;;;;;;;;;;
20210518T223744;51.178;;;;;;;;;;;;;;
20210518T224244;51.178;;;;;;;;;;;;;;
20210518T224744;51.178;;;;;;;;;;;;;;
20210518T225244;51.178;;;;;;;;;;;;;;
20210518T225744;51.178;;;;;;;;;;;;;;
20210518T230244;51.178;;;;;;;;;;;;;;
20210518T230744;51.178;;;;;;;;;;;;;;
20210518T231244;51.178;;;;;;;;;;;;;;
20210518T231744;51.178;;;;;;;;;;;;;;
20210518T232244;51.178;;;;;;;;;;;;;;
20210518T232744;51.178;;;;;;;;;;;;;;
20210518T233244;51.178;;;;;;;;;;;;;;
20210518T233744;51.178;;;;;;;;;;;;;;
20210518T234244;51.178;;;;;;;;;;;;;;
20210518T234744;51.178;;;;;;;;;;;;;;
20210518T235244;51.178;;;;;;;;;;;;;;
20210518T235744;51.178;;;;;;;;;;;;;;
20210519T000244;51.178;;;;;;;;;;;;;;
20210519T000744;51.178;;;;;;;;;;;;;;
20210519T001244;51.178;;;;;;;;;;;;;;
20210519T001744;51.178;;;;;;;;;;;;;;
20210519T002244;51.178;;;;;;;;;;;;;;
20210519T002744;51.178;;;;;;;;;;;;;;
20210519T003244;51.178;;;;;;;;;;;;;;
20210519T003744;51.178;;;;;;;;;;;;;;
20210519T004244;51.178;;;;;;;;;;;;;;
20210519T004744;51.178;;;;;;;;;;;;;;
20210519T005244;51.178;;;;;;;;;;;;;;
20210519T005744;51.178;;;;;;;;;;;;;;
20210519T010244;51.178;;;;;;;;;;;;;;
20210519T010744;51.178;;;;;;;;;;;;;;
20210519T011244;51.178;;;;;;;;;;;;;;
20210519T011744;51.178;;;;;;;;;;;;;;
20210519T012244;51.178;;;;;;;;;;;;;;
20210519T012744;51.178;;;;;;;;;;;;;;
20210519T013244;51.178;;;;;;;;;;;;;;
20210519T013744;51.178;;;;;;;;;;;;;;
20210519T014244;51.178;;;;;;;;;;;;;;
20210519T014744;51.178;;;;;;;;;;;;;;
20210519T015244;51.178;;;;;;;;;;;;;;
20210519T015744;51.178;;;;;;;;;;;;;;
20210519T020244;51.178;;;;;;;;;;;;;;
20210519T020744;51.178;;;;;;;;;;;;;;
20210519T021244;51.178;;;;;;;;;;;;;;
20210519T021744;51.178;;;;;;;;;;;;;;
20210519T022244;51.178;;;;;;;;;;;;;;
20210519T022744;51.178;;;;;;;;;;;;;;
20210519T023244;51.178;;;;;;;;;;;;;;
20210519T023744;51.178;;;;;;;;;;;;;;
20210519T024244;51.178;;;;;;;;;;;;;;
20210519T024744;51.178;;;;;;;;;;;;;;
20210519T025244;51.178;;;;;;;;;;;;;;
20210519T025744;51.178;;;;;;;;;;;;;;
20210519T030244;51.178;;;;;;;;;;;;;;
20210519T030744;51.178;;;;;;;;;;;;;;
20210519T031244;51.178;;;;;;;;;;;;;;
20210519T031744;51.178;;;;;;;;;;;;;;
20210519T032244;51.178;;;;;;;;;;;;;;
20210519T032744;51.178;;;;;;;;;;;;;;
20210519T033244;51.178;;;;;;;;;;;;;;
20210519T033744;51.178;;;;;;;;;;;;;;
20210519T034244;51.178;;;;;;;;;;;;;;
20210519T034744;51.178;;;;;;;;;;;;;;
20210519T035244;51.178;;;;;;;;;;;;;;
20210519T035744;51.178;;;;;;;;;;;;;;
20210519T040244;51.178;;;;;;;;;;;;;;
20210519T040744;51.178;;;;;;;;;;;;;;
20210519T041244;51.178;;;;;;;;;;;;;;
20210519T041744;51.178;;;;;;;;;;;;;;
20210519T042244;51.178;;;;;;;;;;;;;;
20210519T042744;51.178;;;;;;;;;;;;;;
20210519T043244;51.178;;;;;;;;;;;;;;
20210519T043744;51.178;;;;;;;;;;;;;;
20210519T044244;51.178;;;;;;;;;;;;;;
20210519T044744;51.178;;;;;;;;;;;;;;
20210519T045244;51.178;;;;;;;;;;;;;;
20210519T045744;51.178;;;;;;;;;;;;;;
20210519T050244;51.178;;;;;;;;;;;;;;
20210519T050744;51.178;;;;;;;;;;;;;;
20210519T051244;51.178;;;;;;;;;;;;;;
20210519T051744;51.178;;;;;;;;;;;;;;
20210519T052244;51.178;;;;;;;;;;;;;;
