CPID;LOC;ChrgSessID;Time;EVID;PluginTime;PlugoutTime;SOCStart;SOCEnd;ChrgTime;MaxChACPower;MaxChDCPower;MaxDischACPower;MaxDischDCPower;SwID;PowerCh
cf4a9413;P1D1L1;1943940504767341;20210521T082707;5ff7417a2a485347f4890ca4;20210521T082624;20210525T044124;29.0;100.0;3 days 20:15:00;;;;;V1.4(5);25.474
20210521T082624;0.0;;;;;;;;;;;;;;
20210521T083124;0.523;;;;;;;;;;;;;;
20210521T083624;1.051;;;;;;;;;;;;;;
20210521T084124;1.58;;;;;;;;;;;;;;
20210521T084624;2.107;;;;;;;;;;;;;;
20210521T085124;2.633;;;;;;;;;;;;;;
20210521T085624;3.158;;;;;;;;;;;;;;
20210521T090124;3.682;;;;;;;;;;;;;;
20210521T090624;4.207;;;;;;;;;;;;;;
20210521T091124;4.731;;;;;;;;;;;;;;
20210521T091624;5.256;;;;;;;;;;;;;;
20210521T092124;5.779;;;;;;;;;;;;;;
20210521T092624;6.302;;;;;;;;;;;;;;
20210521T093124;6.826;;;;;;;;;;;;;;
20210521T093624;7.35;;;;;;;;;;;;;;
20210521T094124;7.873;;;;;;;;;;;;;;
20210521T094624;8.396;;;;;;;;;;;;;;
20210521T095124;8.919;;;;;;;;;;;;;;
20210521T095624;9.441;;;;;;;;;;;;;;
20210521T100124;9.963;;;;;;;;;;;;;;
20210521T100624;10.485;;;;;;;;;;;;;;
20210521T101124;11.006;;;;;;;;;;;;;;
20210521T101624;11.527;;;;;;;;;;;;;;
20210521T102124;12.049;;;;;;;;;;;;;;
20210521T102624;12.569;;;;;;;;;;;;;;
20210521T103124;13.09;;;;;;;;;;;;;;
20210521T103624;13.609;;;;;;;;;;;;;;
20210521T104124;14.128;;;;;;;;;;;;;;
20210521T104624;14.647;;;;;;;;;;;;;;
20210521T105124;15.165;;;;;;;;;;;;;;
20210521T105624;15.684;;;;;;;;;;;;;;
20210521T110124;16.204;;;;;;;;;;;;;;
20210521T110624;16.728;;;;;;;;;;;;;;
20210521T111124;17.253;;;;;;;;;;;;;;
20210521T111624;17.777;;;;;;;;;;;;;;
20210521T112124;18.297;;;;;;;;;;;;;;
20210521T112624;18.816;;;;;;;;;;;;;;
20210521T113124;19.335;;;;;;;;;;;;;;
20210521T113624;19.854;;;;;;;;;;;;;;
20210521T114124;20.373;;;;;;;;;;;;;;
20210521T114624;20.892;;;;;;;;;;;;;;
20210521T115124;21.411;;;;;;;;;;;;;;
20210521T115624;21.93;;;;;;;;;;;;;;
20210521T120124;22.449;;;;;;;;;;;;;;
20210521T120624;22.968;;;;;;;;;;;;;;
20210521T121124;23.436;;;;;;;;;;;;;;
20210521T121624;23.838;;;;;;;;;;;;;;
20210521T122124;24.184;;;;;;;;;;;;;;
20210521T122624;24.463;;;;;;;;;;;;;;
20210521T123124;24.664;;;;;;;;;;;;;;
20210521T123624;24.813;;;;;;;;;;;;;;
20210521T124124;24.93;;;;;;;;;;;;;;
20210521T124624;25.023;;;;;;;;;;;;;;
20210521T125124;25.102;;;;;;;;;;;;;;
