CPID;LOC;ChrgSessID;Time;EVID;PluginTime;PlugoutTime;SOCStart;SOCEnd;ChrgTime;MaxChACPower;MaxChDCPower;MaxDischACPower;MaxDischDCPower;SwID;PowerCh
8a5ab27c;P1D1L1;6745121058801636;20210521T193938;6050df4a7ae77b6ee7595856;20210521T095921;20210525T044421;81.0;100.0;3 days 18:45:00;;;;;V1.4(5);7.77
20210521T095921;0.0;;;;;;;;;;;;;;
20210521T100421;0.504;;;;;;;;;;;;;;
20210521T100921;1.013;;;;;;;;;;;;;;
20210521T101421;1.522;;;;;;;;;;;;;;
20210521T101921;2.03;;;;;;;;;;;;;;
20210521T102421;2.539;;;;;;;;;;;;;;
20210521T102921;3.048;;;;;;;;;;;;;;
20210521T103421;3.556;;;;;;;;;;;;;;
20210521T103921;4.064;;;;;;;;;;;;;;
20210521T104421;4.572;;;;;;;;;;;;;;
20210521T104921;5.08;;;;;;;;;;;;;;
20210521T105421;5.588;;;;;;;;;;;;;;
20210521T105921;6.089;;;;;;;;;;;;;;
20210521T110421;6.515;;;;;;;;;;;;;;
20210521T110921;6.865;;;;;;;;;;;;;;
20210521T111421;7.099;;;;;;;;;;;;;;
20210521T111921;7.248;;;;;;;;;;;;;;
20210521T112421;7.359;;;;;;;;;;;;;;
20210521T112921;7.448;;;;;;;;;;;;;;
20210521T113421;7.52;;;;;;;;;;;;;;
20210521T113921;7.582;;;;;;;;;;;;;;
20210521T114421;7.605;;;;;;;;;;;;;;
20210521T114921;7.658;;;;;;;;;;;;;;
20210521T115421;7.674;;;;;;;;;;;;;;
20210521T115921;7.723;;;;;;;;;;;;;;
20210521T120421;7.744;;;;;;;;;;;;;;
20210521T120921;7.77;;;;;;;;;;;;;;
20210521T121421;7.77;;;;;;;;;;;;;;
20210521T121921;7.77;;;;;;;;;;;;;;
20210521T122421;7.77;;;;;;;;;;;;;;
20210521T122921;7.77;;;;;;;;;;;;;;
20210521T123421;7.77;;;;;;;;;;;;;;
20210521T123921;7.77;;;;;;;;;;;;;;
20210521T124421;7.77;;;;;;;;;;;;;;
20210521T124921;7.77;;;;;;;;;;;;;;
20210521T125421;7.77;;;;;;;;;;;;;;
20210521T125921;7.77;;;;;;;;;;;;;;
20210521T130421;7.77;;;;;;;;;;;;;;
20210521T130921;7.77;;;;;;;;;;;;;;
20210521T131421;7.77;;;;;;;;;;;;;;
20210521T131921;7.77;;;;;;;;;;;;;;
20210521T132421;7.77;;;;;;;;;;;;;;
20210521T132921;7.77;;;;;;;;;;;;;;
20210521T133421;7.77;;;;;;;;;;;;;;
20210521T133921;7.77;;;;;;;;;;;;;;
20210521T134421;7.77;;;;;;;;;;;;;;
