CPID;LOC;ChrgSessID;Time;EVID;PluginTime;PlugoutTime;SOCStart;SOCEnd;ChrgTime;MaxChACPower;MaxChDCPower;MaxDischACPower;MaxDischDCPower;SwID;PowerCh
8a5ab27c;P1D1L1;7348785827170902;20210331T121754;6050df4a7ae77b6ee7595856;20210331T121618;20210406T042618;36.0;100.0;5 days 16:10:00;;;;;V1.4(5);22.556
20210331T121618;0.0;;;;;;;;;;;;;;
20210331T122118;0.505;;;;;;;;;;;;;;
20210331T122618;1.015;;;;;;;;;;;;;;
20210331T123118;1.526;;;;;;;;;;;;;;
20210331T123618;2.036;;;;;;;;;;;;;;
20210331T124118;2.546;;;;;;;;;;;;;;
20210331T124618;3.055;;;;;;;;;;;;;;
20210331T125118;3.565;;;;;;;;;;;;;;
20210331T125618;4.075;;;;;;;;;;;;;;
20210331T130118;4.584;;;;;;;;;;;;;;
20210331T130618;5.094;;;;;;;;;;;;;;
20210331T131118;5.603;;;;;;;;;;;;;;
20210331T131618;5.82;;;;;;;;;;;;;;
20210331T132118;6.064;;;;;;;;;;;;;;
20210331T132618;6.308;;;;;;;;;;;;;;
20210331T133118;6.552;;;;;;;;;;;;;;
20210331T133618;6.796;;;;;;;;;;;;;;
20210331T134118;7.04;;;;;;;;;;;;;;
20210331T134618;7.284;;;;;;;;;;;;;;
20210331T135118;7.527;;;;;;;;;;;;;;
20210331T135618;7.771;;;;;;;;;;;;;;
20210331T140118;8.015;;;;;;;;;;;;;;
20210331T140618;8.258;;;;;;;;;;;;;;
20210331T141118;8.502;;;;;;;;;;;;;;
20210331T141618;8.745;;;;;;;;;;;;;;
20210331T142118;8.989;;;;;;;;;;;;;;
20210331T142618;9.233;;;;;;;;;;;;;;
20210331T143118;9.478;;;;;;;;;;;;;;
20210331T143618;9.723;;;;;;;;;;;;;;
20210331T144118;9.968;;;;;;;;;;;;;;
20210331T144618;10.213;;;;;;;;;;;;;;
20210331T145118;10.458;;;;;;;;;;;;;;
20210331T145618;10.703;;;;;;;;;;;;;;
20210331T150118;10.948;;;;;;;;;;;;;;
20210331T150618;11.193;;;;;;;;;;;;;;
20210331T151118;11.438;;;;;;;;;;;;;;
20210331T151618;11.683;;;;;;;;;;;;;;
20210331T152118;11.929;;;;;;;;;;;;;;
20210331T152618;12.175;;;;;;;;;;;;;;
20210331T153118;12.419;;;;;;;;;;;;;;
20210331T153618;12.665;;;;;;;;;;;;;;
20210331T154118;12.911;;;;;;;;;;;;;;
20210331T154618;13.156;;;;;;;;;;;;;;
20210331T155118;13.402;;;;;;;;;;;;;;
20210331T155618;13.648;;;;;;;;;;;;;;
20210331T160118;13.893;;;;;;;;;;;;;;
20210331T160618;14.138;;;;;;;;;;;;;;
20210331T161118;14.382;;;;;;;;;;;;;;
20210331T161618;14.627;;;;;;;;;;;;;;
20210331T162118;14.871;;;;;;;;;;;;;;
20210331T162618;15.116;;;;;;;;;;;;;;
20210331T163118;15.361;;;;;;;;;;;;;;
20210331T163618;15.605;;;;;;;;;;;;;;
20210331T164118;15.85;;;;;;;;;;;;;;
20210331T164618;16.095;;;;;;;;;;;;;;
20210331T165118;16.34;;;;;;;;;;;;;;
20210331T165618;16.586;;;;;;;;;;;;;;
20210331T170118;16.831;;;;;;;;;;;;;;
20210331T170618;17.076;;;;;;;;;;;;;;
20210331T171118;17.322;;;;;;;;;;;;;;
20210331T171618;17.567;;;;;;;;;;;;;;
20210331T172118;17.813;;;;;;;;;;;;;;
20210331T172618;18.059;;;;;;;;;;;;;;
20210331T173118;18.305;;;;;;;;;;;;;;
20210331T173618;18.551;;;;;;;;;;;;;;
