CPID;LOC;ChrgSessID;Time;EVID;PluginTime;PlugoutTime;SOCStart;SOCEnd;ChrgTime;MaxChACPower;MaxChDCPower;MaxDischACPower;MaxDischDCPower;SwID;PowerCh
8a5ab27c;P1D1L1;6768473068359104;20210525T160431;6050df4a7ae77b6ee7595856;20210525T142104;20210526T044604;74.0;100.0;0 days 14:25:00;;;;;V1.4(5);10.918
20210525T142104;0.0;;;;;;;;;;;;;;
20210525T142604;0.507;;;;;;;;;;;;;;
20210525T143104;1.021;;;;;;;;;;;;;;
20210525T143604;1.533;;;;;;;;;;;;;;
20210525T144104;2.047;;;;;;;;;;;;;;
20210525T144604;2.561;;;;;;;;;;;;;;
20210525T145104;3.078;;;;;;;;;;;;;;
20210525T145604;3.594;;;;;;;;;;;;;;
20210525T150104;4.11;;;;;;;;;;;;;;
20210525T150604;4.621;;;;;;;;;;;;;;
20210525T151104;4.803;;;;;;;;;;;;;;
20210525T151604;5.049;;;;;;;;;;;;;;
20210525T152104;5.294;;;;;;;;;;;;;;
20210525T152604;5.54;;;;;;;;;;;;;;
20210525T153104;5.786;;;;;;;;;;;;;;
20210525T153604;6.032;;;;;;;;;;;;;;
20210525T154104;6.278;;;;;;;;;;;;;;
20210525T154604;6.524;;;;;;;;;;;;;;
20210525T155104;6.77;;;;;;;;;;;;;;
20210525T155604;7.016;;;;;;;;;;;;;;
20210525T160104;7.261;;;;;;;;;;;;;;
20210525T160604;7.507;;;;;;;;;;;;;;
20210525T161104;7.752;;;;;;;;;;;;;;
20210525T161604;7.998;;;;;;;;;;;;;;
20210525T162104;8.243;;;;;;;;;;;;;;
20210525T162604;8.489;;;;;;;;;;;;;;
20210525T163104;8.735;;;;;;;;;;;;;;
20210525T163604;8.98;;;;;;;;;;;;;;
20210525T164104;9.226;;;;;;;;;;;;;;
20210525T164604;9.472;;;;;;;;;;;;;;
20210525T165104;9.705;;;;;;;;;;;;;;
20210525T165604;9.906;;;;;;;;;;;;;;
20210525T170104;10.152;;;;;;;;;;;;;;
20210525T170604;10.342;;;;;;;;;;;;;;
20210525T171104;10.468;;;;;;;;;;;;;;
20210525T171604;10.567;;;;;;;;;;;;;;
20210525T172104;10.647;;;;;;;;;;;;;;
20210525T172604;10.707;;;;;;;;;;;;;;
20210525T173104;10.738;;;;;;;;;;;;;;
20210525T173604;10.785;;;;;;;;;;;;;;
20210525T174104;10.815;;;;;;;;;;;;;;
20210525T174604;10.859;;;;;;;;;;;;;;
20210525T175104;10.874;;;;;;;;;;;;;;
20210525T175604;10.918;;;;;;;;;;;;;;
20210525T180104;10.918;;;;;;;;;;;;;;
20210525T180604;10.918;;;;;;;;;;;;;;
20210525T181104;10.918;;;;;;;;;;;;;;
20210525T181604;10.918;;;;;;;;;;;;;;
20210525T182104;10.918;;;;;;;;;;;;;;
20210525T182604;10.918;;;;;;;;;;;;;;
20210525T183104;10.918;;;;;;;;;;;;;;
20210525T183604;10.918;;;;;;;;;;;;;;
20210525T184104;10.918;;;;;;;;;;;;;;
20210525T184604;10.918;;;;;;;;;;;;;;
20210525T185104;10.918;;;;;;;;;;;;;;
20210525T185604;10.918;;;;;;;;;;;;;;
20210525T190104;10.918;;;;;;;;;;;;;;
20210525T190604;10.918;;;;;;;;;;;;;;
20210525T191104;10.918;;;;;;;;;;;;;;
20210525T191604;10.918;;;;;;;;;;;;;;
20210525T192104;10.918;;;;;;;;;;;;;;
20210525T192604;10.918;;;;;;;;;;;;;;
20210525T193104;10.918;;;;;;;;;;;;;;
20210525T193604;10.918;;;;;;;;;;;;;;
20210525T194104;10.918;;;;;;;;;;;;;;
20210525T194604;10.918;;;;;;;;;;;;;;
