CPID;LOC;ChrgSessID;Time;EVID;PluginTime;PlugoutTime;SOCStart;SOCEnd;ChrgTime;MaxChACPower;MaxChDCPower;MaxDischACPower;MaxDischDCPower;SwID;PowerCh
19bb314f;P1D1L1;8467462358057996;20210402T124915;6052213ef95ccf583fa12525;20210402T124851;20210403T070351;13.0;100.0;0 days 18:15:00;;;;;V1.4(5);48.427
20210402T124851;0.0;;;;;;;;;;;;;;
20210402T125351;0.587;;;;;;;;;;;;;;
20210402T125851;1.205;;;;;;;;;;;;;;
20210402T130351;1.824;;;;;;;;;;;;;;
20210402T130851;2.443;;;;;;;;;;;;;;
20210402T131351;3.061;;;;;;;;;;;;;;
20210402T131851;3.679;;;;;;;;;;;;;;
20210402T132351;4.298;;;;;;;;;;;;;;
20210402T132851;4.917;;;;;;;;;;;;;;
20210402T133351;5.535;;;;;;;;;;;;;;
20210402T133851;6.154;;;;;;;;;;;;;;
20210402T134351;6.773;;;;;;;;;;;;;;
20210402T134851;7.392;;;;;;;;;;;;;;
20210402T135351;7.881;;;;;;;;;;;;;;
20210402T135851;8.5;;;;;;;;;;;;;;
20210402T140351;9.119;;;;;;;;;;;;;;
20210402T140851;9.738;;;;;;;;;;;;;;
20210402T141351;10.357;;;;;;;;;;;;;;
20210402T141851;10.976;;;;;;;;;;;;;;
20210402T142351;11.595;;;;;;;;;;;;;;
20210402T142851;12.214;;;;;;;;;;;;;;
20210402T143351;12.833;;;;;;;;;;;;;;
20210402T143851;13.453;;;;;;;;;;;;;;
20210402T144351;14.072;;;;;;;;;;;;;;
20210402T144851;14.691;;;;;;;;;;;;;;
20210402T145351;15.311;;;;;;;;;;;;;;
20210402T145851;15.93;;;;;;;;;;;;;;
20210402T150351;16.446;;;;;;;;;;;;;;
20210402T150851;16.95;;;;;;;;;;;;;;
20210402T151351;17.569;;;;;;;;;;;;;;
20210402T151851;18.188;;;;;;;;;;;;;;
20210402T152351;18.807;;;;;;;;;;;;;;
20210402T152851;19.427;;;;;;;;;;;;;;
20210402T153351;20.045;;;;;;;;;;;;;;
20210402T153851;20.664;;;;;;;;;;;;;;
20210402T154351;21.283;;;;;;;;;;;;;;
20210402T154851;21.902;;;;;;;;;;;;;;
20210402T155351;22.521;;;;;;;;;;;;;;
20210402T155851;23.139;;;;;;;;;;;;;;
20210402T160351;23.687;;;;;;;;;;;;;;
20210402T160851;24.159;;;;;;;;;;;;;;
20210402T161351;24.778;;;;;;;;;;;;;;
20210402T161851;25.398;;;;;;;;;;;;;;
20210402T162351;26.018;;;;;;;;;;;;;;
20210402T162851;26.638;;;;;;;;;;;;;;
20210402T163351;27.039;;;;;;;;;;;;;;
20210402T163851;27.656;;;;;;;;;;;;;;
20210402T164351;28.276;;;;;;;;;;;;;;
20210402T164851;28.895;;;;;;;;;;;;;;
20210402T165351;29.515;;;;;;;;;;;;;;
20210402T165851;29.953;;;;;;;;;;;;;;
20210402T170351;30.534;;;;;;;;;;;;;;
20210402T170851;31.154;;;;;;;;;;;;;;
20210402T171351;31.773;;;;;;;;;;;;;;
20210402T171851;32.393;;;;;;;;;;;;;;
20210402T172351;33.013;;;;;;;;;;;;;;
20210402T172851;33.633;;;;;;;;;;;;;;
20210402T173351;34.033;;;;;;;;;;;;;;
20210402T173851;34.653;;;;;;;;;;;;;;
20210402T174351;35.271;;;;;;;;;;;;;;
20210402T174851;35.89;;;;;;;;;;;;;;
20210402T175351;36.51;;;;;;;;;;;;;;
20210402T175851;36.908;;;;;;;;;;;;;;
20210402T180351;37.527;;;;;;;;;;;;;;
20210402T180851;38.147;;;;;;;;;;;;;;
20210402T181351;38.766;;;;;;;;;;;;;;
20210402T181851;39.385;;;;;;;;;;;;;;
20210402T182351;40.005;;;;;;;;;;;;;;
20210402T182851;40.413;;;;;;;;;;;;;;
20210402T183351;41.032;;;;;;;;;;;;;;
20210402T183851;41.652;;;;;;;;;;;;;;
20210402T184351;42.043;;;;;;;;;;;;;;
20210402T184851;42.659;;;;;;;;;;;;;;
20210402T185351;43.279;;;;;;;;;;;;;;
20210402T185851;43.898;;;;;;;;;;;;;;
20210402T190351;44.517;;;;;;;;;;;;;;
20210402T190851;45.137;;;;;;;;;;;;;;
20210402T191351;45.748;;;;;;;;;;;;;;
20210402T191851;46.251;;;;;;;;;;;;;;
20210402T192351;46.658;;;;;;;;;;;;;;
20210402T192851;46.995;;;;;;;;;;;;;;
20210402T193351;47.257;;;;;;;;;;;;;;
