CPID;LOC;ChrgSessID;Time;EVID;PluginTime;PlugoutTime;SOCStart;SOCEnd;ChrgTime;MaxChACPower;MaxChDCPower;MaxDischACPower;MaxDischDCPower;SwID;PowerCh
cf4a9413;P1D1L1;3285166226687235;20210503T200036;5ff7417a2a485347f4890ca4;20210503T195943;20210504T045953;36.0;100.0;0 days 09:00:10;;;;;V1.4(5);23.46
20210503T195943;0.0;;;;;;;;;;;;;;
20210503T200443;0.521;;;;;;;;;;;;;;
20210503T200943;1.046;;;;;;;;;;;;;;
20210503T201443;1.569;;;;;;;;;;;;;;
20210503T201943;2.09;;;;;;;;;;;;;;
20210503T202443;2.61;;;;;;;;;;;;;;
20210503T202943;3.131;;;;;;;;;;;;;;
20210503T203444;3.649;;;;;;;;;;;;;;
20210503T203948;4.178;;;;;;;;;;;;;;
20210503T204448;4.699;;;;;;;;;;;;;;
20210503T204948;5.219;;;;;;;;;;;;;;
20210503T205448;5.741;;;;;;;;;;;;;;
20210503T205948;6.263;;;;;;;;;;;;;;
20210503T210448;6.783;;;;;;;;;;;;;;
20210503T210948;7.303;;;;;;;;;;;;;;
20210503T211448;7.825;;;;;;;;;;;;;;
20210503T211948;8.346;;;;;;;;;;;;;;
20210503T212448;8.866;;;;;;;;;;;;;;
20210503T212948;9.387;;;;;;;;;;;;;;
20210503T213448;9.913;;;;;;;;;;;;;;
20210503T213948;10.439;;;;;;;;;;;;;;
20210503T214448;10.965;;;;;;;;;;;;;;
20210503T214948;11.489;;;;;;;;;;;;;;
20210503T215448;12.013;;;;;;;;;;;;;;
20210503T215948;12.536;;;;;;;;;;;;;;
20210503T220448;13.058;;;;;;;;;;;;;;
20210503T220948;13.579;;;;;;;;;;;;;;
20210503T221448;14.099;;;;;;;;;;;;;;
20210503T221948;14.622;;;;;;;;;;;;;;
20210503T222448;15.146;;;;;;;;;;;;;;
20210503T222948;15.671;;;;;;;;;;;;;;
20210503T223448;16.195;;;;;;;;;;;;;;
20210503T223948;16.719;;;;;;;;;;;;;;
20210503T224448;17.243;;;;;;;;;;;;;;
20210503T224948;17.767;;;;;;;;;;;;;;
20210503T225448;18.29;;;;;;;;;;;;;;
20210503T225948;18.812;;;;;;;;;;;;;;
20210503T230448;19.335;;;;;;;;;;;;;;
20210503T230948;19.858;;;;;;;;;;;;;;
20210503T231448;20.381;;;;;;;;;;;;;;
20210503T231948;20.896;;;;;;;;;;;;;;
20210503T232448;21.346;;;;;;;;;;;;;;
20210503T232948;21.737;;;;;;;;;;;;;;
20210503T233448;22.079;;;;;;;;;;;;;;
20210503T233948;22.364;;;;;;;;;;;;;;
20210503T234448;22.568;;;;;;;;;;;;;;
20210503T234948;22.724;;;;;;;;;;;;;;
20210503T235448;22.849;;;;;;;;;;;;;;
20210503T235948;22.95;;;;;;;;;;;;;;
20210504T000448;23.035;;;;;;;;;;;;;;
20210504T000948;23.107;;;;;;;;;;;;;;
20210504T001448;23.169;;;;;;;;;;;;;;
20210504T001948;23.223;;;;;;;;;;;;;;
20210504T002448;23.272;;;;;;;;;;;;;;
20210504T002948;23.296;;;;;;;;;;;;;;
20210504T003448;23.335;;;;;;;;;;;;;;
20210504T003948;23.365;;;;;;;;;;;;;;
20210504T004448;23.395;;;;;;;;;;;;;;
20210504T004948;23.417;;;;;;;;;;;;;;
20210504T005448;23.453;;;;;;;;;;;;;;
20210504T005948;23.46;;;;;;;;;;;;;;
20210504T010448;23.46;;;;;;;;;;;;;;
20210504T010948;23.46;;;;;;;;;;;;;;
20210504T011448;23.46;;;;;;;;;;;;;;
20210504T011948;23.46;;;;;;;;;;;;;;
20210504T012448;23.46;;;;;;;;;;;;;;
20210504T012948;23.46;;;;;;;;;;;;;;
20210504T013448;23.46;;;;;;;;;;;;;;
20210504T013948;23.46;;;;;;;;;;;;;;
20210504T014448;23.46;;;;;;;;;;;;;;
20210504T014948;23.46;;;;;;;;;;;;;;
20210504T015448;23.46;;;;;;;;;;;;;;
20210504T015948;23.46;;;;;;;;;;;;;;
20210504T020448;23.46;;;;;;;;;;;;;;
20210504T020948;23.46;;;;;;;;;;;;;;
20210504T021448;23.46;;;;;;;;;;;;;;
20210504T021948;23.46;;;;;;;;;;;;;;
20210504T022449;23.46;;;;;;;;;;;;;;
20210504T022953;23.46;;;;;;;;;;;;;;
20210504T023453;23.46;;;;;;;;;;;;;;
20210504T023953;23.46;;;;;;;;;;;;;;
20210504T024453;23.46;;;;;;;;;;;;;;
20210504T024953;23.46;;;;;;;;;;;;;;
20210504T025453;23.46;;;;;;;;;;;;;;
20210504T025953;23.46;;;;;;;;;;;;;;
20210504T030453;23.46;;;;;;;;;;;;;;
20210504T030953;23.46;;;;;;;;;;;;;;
20210504T031453;23.46;;;;;;;;;;;;;;
20210504T031953;23.46;;;;;;;;;;;;;;
20210504T032453;23.46;;;;;;;;;;;;;;
20210504T032953;23.46;;;;;;;;;;;;;;
20210504T033453;23.46;;;;;;;;;;;;;;
20210504T033953;23.46;;;;;;;;;;;;;;
20210504T034453;23.46;;;;;;;;;;;;;;
20210504T034953;23.46;;;;;;;;;;;;;;
20210504T035453;23.46;;;;;;;;;;;;;;
20210504T035953;23.46;;;;;;;;;;;;;;
20210504T040453;23.46;;;;;;;;;;;;;;
20210504T040953;23.46;;;;;;;;;;;;;;
20210504T041453;23.46;;;;;;;;;;;;;;
20210504T041953;23.46;;;;;;;;;;;;;;
20210504T042453;23.46;;;;;;;;;;;;;;
20210504T042953;23.46;;;;;;;;;;;;;;
20210504T043453;23.46;;;;;;;;;;;;;;
20210504T043953;23.46;;;;;;;;;;;;;;
20210504T044453;23.46;;;;;;;;;;;;;;
20210504T044953;23.46;;;;;;;;;;;;;;
20210504T045453;23.46;;;;;;;;;;;;;;
20210504T045953;23.46;;;;;;;;;;;;;;
