CPID;LOC;ChrgSessID;Time;EVID;PluginTime;PlugoutTime;SOCStart;SOCEnd;ChrgTime;MaxChACPower;MaxChDCPower;MaxDischACPower;MaxDischDCPower;SwID;PowerCh
19bb314f;P1D1L1;232880314270075;20210514T131619;6052213ef95ccf583fa12525;20210514T131600;20210515T072100;22.0;100.0;0 days 18:05:00;;;;;V1.4(5);50.035
20210514T131600;0.0;;;;;;;;;;;;;;
20210514T132100;0.588;;;;;;;;;;;;;;
20210514T132600;1.208;;;;;;;;;;;;;;
20210514T133100;1.827;;;;;;;;;;;;;;
20210514T133600;2.447;;;;;;;;;;;;;;
20210514T134100;3.067;;;;;;;;;;;;;;
20210514T134600;3.686;;;;;;;;;;;;;;
20210514T135100;4.306;;;;;;;;;;;;;;
20210514T135600;4.926;;;;;;;;;;;;;;
20210514T140100;5.545;;;;;;;;;;;;;;
20210514T140600;6.165;;;;;;;;;;;;;;
20210514T141100;6.786;;;;;;;;;;;;;;
20210514T141600;7.406;;;;;;;;;;;;;;
20210514T142100;8.026;;;;;;;;;;;;;;
20210514T142600;8.646;;;;;;;;;;;;;;
20210514T143100;9.266;;;;;;;;;;;;;;
20210514T143600;9.886;;;;;;;;;;;;;;
20210514T144100;10.506;;;;;;;;;;;;;;
20210514T144600;11.126;;;;;;;;;;;;;;
20210514T145100;11.746;;;;;;;;;;;;;;
20210514T145600;12.367;;;;;;;;;;;;;;
20210514T150100;12.987;;;;;;;;;;;;;;
20210514T150600;13.608;;;;;;;;;;;;;;
20210514T151100;14.228;;;;;;;;;;;;;;
20210514T151600;14.849;;;;;;;;;;;;;;
20210514T152100;15.469;;;;;;;;;;;;;;
20210514T152600;16.09;;;;;;;;;;;;;;
20210514T153100;16.71;;;;;;;;;;;;;;
20210514T153600;17.331;;;;;;;;;;;;;;
20210514T154100;17.952;;;;;;;;;;;;;;
20210514T154600;18.572;;;;;;;;;;;;;;
20210514T155100;19.192;;;;;;;;;;;;;;
20210514T155600;19.813;;;;;;;;;;;;;;
20210514T160100;20.433;;;;;;;;;;;;;;
20210514T160600;21.054;;;;;;;;;;;;;;
20210514T161100;21.675;;;;;;;;;;;;;;
20210514T161600;22.295;;;;;;;;;;;;;;
20210514T162100;22.915;;;;;;;;;;;;;;
20210514T162600;23.535;;;;;;;;;;;;;;
20210514T163100;24.156;;;;;;;;;;;;;;
20210514T163600;24.776;;;;;;;;;;;;;;
20210514T164100;25.397;;;;;;;;;;;;;;
20210514T164600;26.017;;;;;;;;;;;;;;
20210514T165100;26.638;;;;;;;;;;;;;;
20210514T165600;27.259;;;;;;;;;;;;;;
20210514T170100;27.879;;;;;;;;;;;;;;
20210514T170600;28.499;;;;;;;;;;;;;;
20210514T171100;29.12;;;;;;;;;;;;;;
20210514T171600;29.74;;;;;;;;;;;;;;
20210514T172100;30.36;;;;;;;;;;;;;;
20210514T172600;30.981;;;;;;;;;;;;;;
20210514T173100;31.601;;;;;;;;;;;;;;
20210514T173600;32.221;;;;;;;;;;;;;;
20210514T174100;32.842;;;;;;;;;;;;;;
20210514T174600;33.462;;;;;;;;;;;;;;
20210514T175100;34.082;;;;;;;;;;;;;;
20210514T175600;34.702;;;;;;;;;;;;;;
20210514T180100;35.322;;;;;;;;;;;;;;
20210514T180600;35.941;;;;;;;;;;;;;;
20210514T181100;36.562;;;;;;;;;;;;;;
20210514T181600;37.182;;;;;;;;;;;;;;
20210514T182100;37.802;;;;;;;;;;;;;;
20210514T182600;38.422;;;;;;;;;;;;;;
20210514T183100;39.042;;;;;;;;;;;;;;
20210514T183600;39.661;;;;;;;;;;;;;;
20210514T184100;40.281;;;;;;;;;;;;;;
20210514T184600;40.901;;;;;;;;;;;;;;
20210514T185100;41.52;;;;;;;;;;;;;;
20210514T185600;42.141;;;;;;;;;;;;;;
20210514T190100;42.76;;;;;;;;;;;;;;
20210514T190600;43.264;;;;;;;;;;;;;;
20210514T191100;43.878;;;;;;;;;;;;;;
20210514T191600;44.497;;;;;;;;;;;;;;
20210514T192100;45.118;;;;;;;;;;;;;;
20210514T192600;45.738;;;;;;;;;;;;;;
20210514T193100;46.358;;;;;;;;;;;;;;
20210514T193600;46.806;;;;;;;;;;;;;;
20210514T194100;47.18;;;;;;;;;;;;;;
20210514T195100;48.029;;;;;;;;;;;;;;
20210514T195600;48.393;;;;;;;;;;;;;;
20210514T200100;48.689;;;;;;;;;;;;;;
20210514T200600;48.937;;;;;;;;;;;;;;
20210514T201100;49.153;;;;;;;;;;;;;;
20210514T201600;49.343;;;;;;;;;;;;;;
20210514T202100;49.507;;;;;;;;;;;;;;
20210514T202600;49.651;;;;;;;;;;;;;;
20210514T203100;49.776;;;;;;;;;;;;;;
20210514T203600;49.886;;;;;;;;;;;;;;
20210514T204100;49.983;;;;;;;;;;;;;;
20210514T204600;50.035;;;;;;;;;;;;;;
20210514T205100;50.035;;;;;;;;;;;;;;
20210514T205600;50.035;;;;;;;;;;;;;;
20210514T210100;50.035;;;;;;;;;;;;;;
20210514T210600;50.035;;;;;;;;;;;;;;
20210514T211100;50.035;;;;;;;;;;;;;;
20210514T211600;50.035;;;;;;;;;;;;;;
20210514T212100;50.035;;;;;;;;;;;;;;
20210514T212600;50.035;;;;;;;;;;;;;;
20210514T213100;50.035;;;;;;;;;;;;;;
20210514T213600;50.035;;;;;;;;;;;;;;
20210514T214100;50.035;;;;;;;;;;;;;;
20210514T214600;50.035;;;;;;;;;;;;;;
20210514T215100;50.035;;;;;;;;;;;;;;
20210514T215600;50.035;;;;;;;;;;;;;;
20210514T220100;50.035;;;;;;;;;;;;;;
20210514T220600;50.035;;;;;;;;;;;;;;
20210514T221100;50.035;;;;;;;;;;;;;;
20210514T221600;50.035;;;;;;;;;;;;;;
20210514T222100;50.035;;;;;;;;;;;;;;
20210514T222600;50.035;;;;;;;;;;;;;;
20210514T223100;50.035;;;;;;;;;;;;;;
20210514T223600;50.035;;;;;;;;;;;;;;
20210514T224100;50.035;;;;;;;;;;;;;;
20210514T224600;50.035;;;;;;;;;;;;;;
20210514T225100;50.035;;;;;;;;;;;;;;
20210514T225600;50.035;;;;;;;;;;;;;;
20210514T230100;50.035;;;;;;;;;;;;;;
20210514T230600;50.035;;;;;;;;;;;;;;
20210514T231100;50.035;;;;;;;;;;;;;;
20210514T231600;50.035;;;;;;;;;;;;;;
20210514T232100;50.035;;;;;;;;;;;;;;
20210514T232600;50.035;;;;;;;;;;;;;;
20210514T233100;50.035;;;;;;;;;;;;;;
20210514T233600;50.035;;;;;;;;;;;;;;
20210514T234100;50.035;;;;;;;;;;;;;;
20210514T234600;50.035;;;;;;;;;;;;;;
20210514T235100;50.035;;;;;;;;;;;;;;
20210514T235600;50.035;;;;;;;;;;;;;;
20210515T000100;50.035;;;;;;;;;;;;;;
20210515T000600;50.035;;;;;;;;;;;;;;
20210515T001100;50.035;;;;;;;;;;;;;;
20210515T001600;50.035;;;;;;;;;;;;;;
20210515T002100;50.035;;;;;;;;;;;;;;
20210515T002600;50.035;;;;;;;;;;;;;;
20210515T003100;50.035;;;;;;;;;;;;;;
20210515T003600;50.035;;;;;;;;;;;;;;
20210515T004100;50.035;;;;;;;;;;;;;;
20210515T004600;50.035;;;;;;;;;;;;;;
20210515T005100;50.035;;;;;;;;;;;;;;
20210515T005600;50.035;;;;;;;;;;;;;;
20210515T010100;50.035;;;;;;;;;;;;;;
20210515T010600;50.035;;;;;;;;;;;;;;
20210515T011100;50.035;;;;;;;;;;;;;;
20210515T011600;50.035;;;;;;;;;;;;;;
20210515T012100;50.035;;;;;;;;;;;;;;
20210515T012600;50.035;;;;;;;;;;;;;;
20210515T013100;50.035;;;;;;;;;;;;;;
20210515T013600;50.035;;;;;;;;;;;;;;
20210515T014100;50.035;;;;;;;;;;;;;;
20210515T014600;50.035;;;;;;;;;;;;;;
20210515T015100;50.035;;;;;;;;;;;;;;
20210515T015600;50.035;;;;;;;;;;;;;;
20210515T020100;50.035;;;;;;;;;;;;;;
20210515T020600;50.035;;;;;;;;;;;;;;
20210515T021100;50.035;;;;;;;;;;;;;;
20210515T021600;50.035;;;;;;;;;;;;;;
20210515T022100;50.035;;;;;;;;;;;;;;
20210515T022600;50.035;;;;;;;;;;;;;;
20210515T023100;50.035;;;;;;;;;;;;;;
20210515T023600;50.035;;;;;;;;;;;;;;
20210515T024100;50.035;;;;;;;;;;;;;;
20210515T024600;50.035;;;;;;;;;;;;;;
20210515T025100;50.035;;;;;;;;;;;;;;
20210515T025600;50.035;;;;;;;;;;;;;;
20210515T030100;50.035;;;;;;;;;;;;;;
20210515T030600;50.035;;;;;;;;;;;;;;
20210515T031100;50.035;;;;;;;;;;;;;;
20210515T031600;50.035;;;;;;;;;;;;;;
20210515T032100;50.035;;;;;;;;;;;;;;
20210515T032600;50.035;;;;;;;;;;;;;;
20210515T033100;50.035;;;;;;;;;;;;;;
20210515T033600;50.035;;;;;;;;;;;;;;
20210515T034100;50.035;;;;;;;;;;;;;;
20210515T034600;50.035;;;;;;;;;;;;;;
20210515T035100;50.035;;;;;;;;;;;;;;
20210515T035600;50.035;;;;;;;;;;;;;;
20210515T040100;50.035;;;;;;;;;;;;;;
20210515T040600;50.035;;;;;;;;;;;;;;
20210515T041100;50.035;;;;;;;;;;;;;;
20210515T041600;50.035;;;;;;;;;;;;;;
