CPID;LOC;ChrgSessID;Time;EVID;PluginTime;PlugoutTime;SOCStart;SOCEnd;ChrgTime;MaxChACPower;MaxChDCPower;MaxDischACPower;MaxDischDCPower;SwID;PowerCh
7b4e3fd3;P1D1L1;5584773461461543;20210426T143908;5ff7435c2a485347f4890ca7;20210426T143849;20210426T164349;45.0;96.0;0 days 02:05:00;;;;;V1.4(5);14.74
20210426T143849;0.0;;;;;;;;;;;;;;
20210426T144349;0.584;;;;;;;;;;;;;;
20210426T144849;1.178;;;;;;;;;;;;;;
20210426T145349;1.771;;;;;;;;;;;;;;
20210426T145849;2.363;;;;;;;;;;;;;;
20210426T150349;2.954;;;;;;;;;;;;;;
20210426T150849;3.545;;;;;;;;;;;;;;
20210426T151349;4.136;;;;;;;;;;;;;;
20210426T151849;4.727;;;;;;;;;;;;;;
20210426T152349;5.317;;;;;;;;;;;;;;
20210426T152849;5.907;;;;;;;;;;;;;;
20210426T153349;6.497;;;;;;;;;;;;;;
20210426T153849;7.086;;;;;;;;;;;;;;
20210426T154349;7.675;;;;;;;;;;;;;;
20210426T154849;8.264;;;;;;;;;;;;;;
20210426T155349;8.854;;;;;;;;;;;;;;
20210426T155849;9.443;;;;;;;;;;;;;;
20210426T160349;10.031;;;;;;;;;;;;;;
20210426T160849;10.62;;;;;;;;;;;;;;
20210426T161349;11.208;;;;;;;;;;;;;;
20210426T161849;11.797;;;;;;;;;;;;;;
20210426T162349;12.386;;;;;;;;;;;;;;
20210426T162849;12.974;;;;;;;;;;;;;;
20210426T163349;13.563;;;;;;;;;;;;;;
20210426T163849;14.151;;;;;;;;;;;;;;
20210426T164349;14.74;;;;;;;;;;;;;;
