CPID;LOC;ChrgSessID;Time;EVID;PluginTime;PlugoutTime;SOCStart;SOCEnd;ChrgTime;MaxChACPower;MaxChDCPower;MaxDischACPower;MaxDischDCPower;SwID;PowerCh
19bb314f;P1D1L1;6280228633528403;20210408T183553;6052213ef95ccf583fa12525;20210408T183541;20210409T044041;13.0;100.0;0 days 10:05:00;;;;;V1.4(5);56.365
20210408T183541;0.0;;;;;;;;;;;;;;
20210408T184041;0.586;;;;;;;;;;;;;;
20210408T184541;1.203;;;;;;;;;;;;;;
20210408T185041;1.652;;;;;;;;;;;;;;
20210408T185541;2.214;;;;;;;;;;;;;;
20210408T190041;2.831;;;;;;;;;;;;;;
20210408T190541;3.303;;;;;;;;;;;;;;
20210408T191041;3.757;;;;;;;;;;;;;;
20210408T191541;4.374;;;;;;;;;;;;;;
20210408T192041;4.991;;;;;;;;;;;;;;
20210408T192541;5.5;;;;;;;;;;;;;;
20210408T193041;6.013;;;;;;;;;;;;;;
20210408T193541;6.63;;;;;;;;;;;;;;
20210408T194041;7.247;;;;;;;;;;;;;;
20210408T194541;7.864;;;;;;;;;;;;;;
20210408T195041;8.48;;;;;;;;;;;;;;
20210408T195541;9.097;;;;;;;;;;;;;;
20210408T200041;9.714;;;;;;;;;;;;;;
20210408T200541;10.142;;;;;;;;;;;;;;
20210408T201041;10.736;;;;;;;;;;;;;;
20210408T201541;11.353;;;;;;;;;;;;;;
20210408T202041;11.787;;;;;;;;;;;;;;
20210408T202541;12.376;;;;;;;;;;;;;;
20210408T203041;12.992;;;;;;;;;;;;;;
20210408T203541;13.422;;;;;;;;;;;;;;
20210408T204041;14.014;;;;;;;;;;;;;;
20210408T204541;14.63;;;;;;;;;;;;;;
20210408T205041;15.041;;;;;;;;;;;;;;
20210408T205541;15.653;;;;;;;;;;;;;;
20210408T210041;16.27;;;;;;;;;;;;;;
20210408T210541;16.73;;;;;;;;;;;;;;
20210408T211041;17.285;;;;;;;;;;;;;;
20210408T211541;17.903;;;;;;;;;;;;;;
20210408T212041;18.52;;;;;;;;;;;;;;
20210408T212541;19.137;;;;;;;;;;;;;;
20210408T213041;19.755;;;;;;;;;;;;;;
20210408T213541;20.372;;;;;;;;;;;;;;
20210408T214041;20.989;;;;;;;;;;;;;;
20210408T214541;21.607;;;;;;;;;;;;;;
20210408T215041;22.024;;;;;;;;;;;;;;
20210408T215541;22.617;;;;;;;;;;;;;;
20210408T220041;23.234;;;;;;;;;;;;;;
20210408T220541;23.852;;;;;;;;;;;;;;
20210408T221041;24.47;;;;;;;;;;;;;;
20210408T221541;25.088;;;;;;;;;;;;;;
20210408T222041;25.648;;;;;;;;;;;;;;
20210408T222541;26.104;;;;;;;;;;;;;;
20210408T223041;26.721;;;;;;;;;;;;;;
20210408T223541;27.339;;;;;;;;;;;;;;
20210408T224041;27.957;;;;;;;;;;;;;;
20210408T224541;28.574;;;;;;;;;;;;;;
20210408T225041;29.192;;;;;;;;;;;;;;
20210408T225541;29.809;;;;;;;;;;;;;;
20210408T230041;30.427;;;;;;;;;;;;;;
20210408T230541;31.011;;;;;;;;;;;;;;
20210408T231041;31.429;;;;;;;;;;;;;;
20210408T231541;32.046;;;;;;;;;;;;;;
20210408T232041;32.663;;;;;;;;;;;;;;
20210408T232541;33.28;;;;;;;;;;;;;;
20210408T233041;33.898;;;;;;;;;;;;;;
20210408T233541;34.515;;;;;;;;;;;;;;
20210408T234041;35.133;;;;;;;;;;;;;;
20210408T234541;35.609;;;;;;;;;;;;;;
20210408T235041;36.141;;;;;;;;;;;;;;
20210408T235541;36.759;;;;;;;;;;;;;;
20210409T000041;37.377;;;;;;;;;;;;;;
20210409T000541;37.994;;;;;;;;;;;;;;
20210409T001041;38.611;;;;;;;;;;;;;;
20210409T001541;39.021;;;;;;;;;;;;;;
20210409T002041;39.631;;;;;;;;;;;;;;
20210409T002541;40.248;;;;;;;;;;;;;;
20210409T003041;40.666;;;;;;;;;;;;;;
