CPID;LOC;ChrgSessID;Time;EVID;PluginTime;PlugoutTime;SOCStart;SOCEnd;ChrgTime;MaxChACPower;MaxChDCPower;MaxDischACPower;MaxDischDCPower;SwID;PowerCh
7b4e3fd3;P1D1L1;3341855513200223;20210420T230755;5ff7435c2a485347f4890ca7;20210420T230734;20210422T101234;55.0;95.0;1 days 11:05:00;;;;;V1.4(5);22.389
20210420T230734;0.0;;;;;;;;;;;;;;
20210420T231234;0.587;;;;;;;;;;;;;;
20210420T231734;1.179;;;;;;;;;;;;;;
20210420T232234;1.77;;;;;;;;;;;;;;
20210420T232734;2.359;;;;;;;;;;;;;;
20210420T233234;2.946;;;;;;;;;;;;;;
20210420T233734;3.535;;;;;;;;;;;;;;
20210420T234234;4.124;;;;;;;;;;;;;;
20210420T234734;4.713;;;;;;;;;;;;;;
20210420T235234;5.3;;;;;;;;;;;;;;
20210420T235734;5.889;;;;;;;;;;;;;;
20210421T000234;6.478;;;;;;;;;;;;;;
20210421T000734;7.067;;;;;;;;;;;;;;
20210421T001234;7.656;;;;;;;;;;;;;;
20210421T001734;8.245;;;;;;;;;;;;;;
20210421T002234;8.833;;;;;;;;;;;;;;
20210421T002734;9.422;;;;;;;;;;;;;;
20210421T003234;10.011;;;;;;;;;;;;;;
20210421T003734;10.599;;;;;;;;;;;;;;
20210421T004234;11.187;;;;;;;;;;;;;;
20210421T004734;11.775;;;;;;;;;;;;;;
20210421T005234;12.363;;;;;;;;;;;;;;
20210421T005734;12.951;;;;;;;;;;;;;;
20210421T010234;13.538;;;;;;;;;;;;;;
20210421T010734;14.125;;;;;;;;;;;;;;
20210421T011234;14.712;;;;;;;;;;;;;;
20210421T011734;15.299;;;;;;;;;;;;;;
20210421T012234;15.886;;;;;;;;;;;;;;
20210421T012734;16.473;;;;;;;;;;;;;;
20210421T013234;17.06;;;;;;;;;;;;;;
20210421T013734;17.646;;;;;;;;;;;;;;
20210421T014234;18.233;;;;;;;;;;;;;;
20210421T014734;18.821;;;;;;;;;;;;;;
20210421T015234;19.292;;;;;;;;;;;;;;
20210421T015734;19.622;;;;;;;;;;;;;;
20210421T020234;19.871;;;;;;;;;;;;;;
20210421T020734;20.061;;;;;;;;;;;;;;
20210421T021234;20.21;;;;;;;;;;;;;;
