CPID;LOC;ChrgSessID;Time;EVID;PluginTime;PlugoutTime;SOCStart;SOCEnd;ChrgTime;MaxChACPower;MaxChDCPower;MaxDischACPower;MaxDischDCPower;SwID;PowerCh
19bb314f;P1D1L1;321283104326241;20210415T142006;6052213ef95ccf583fa12525;20210415T141958;20210415T152958;21.0;93.0;0 days 01:10:00;;;;;V1.4(5);8.633
20210415T141958;0.0;;;;;;;;;;;;;;
20210415T142458;0.586;;;;;;;;;;;;;;
20210415T142958;1.204;;;;;;;;;;;;;;
20210415T143458;1.823;;;;;;;;;;;;;;
20210415T143958;2.442;;;;;;;;;;;;;;
20210415T144458;3.061;;;;;;;;;;;;;;
20210415T144958;3.68;;;;;;;;;;;;;;
20210415T145458;4.299;;;;;;;;;;;;;;
20210415T145958;4.918;;;;;;;;;;;;;;
20210415T150458;5.537;;;;;;;;;;;;;;
20210415T150958;6.156;;;;;;;;;;;;;;
20210415T151458;6.775;;;;;;;;;;;;;;
20210415T151958;7.394;;;;;;;;;;;;;;
20210415T152458;8.014;;;;;;;;;;;;;;
20210415T152958;8.633;;;;;;;;;;;;;;
