CPID;LOC;ChrgSessID;Time;EVID;PluginTime;PlugoutTime;SOCStart;SOCEnd;ChrgTime;MaxChACPower;MaxChDCPower;MaxDischACPower;MaxDischDCPower;SwID;PowerCh
cf4a9413;P1D1L1;6202302396647498;20210419T170955;5ff7417a2a485347f4890ca4;20210419T171203;20210420T062203;38.0;61.0;0 days 13:10:00;;;;;V1.4(5);22.265
20210419T171203;0.328;;;;;;;;;;;;;;
20210419T171703;0.854;;;;;;;;;;;;;;
20210419T172203;1.381;;;;;;;;;;;;;;
20210419T172703;1.908;;;;;;;;;;;;;;
20210419T173203;2.435;;;;;;;;;;;;;;
20210419T173703;2.961;;;;;;;;;;;;;;
20210419T174203;3.487;;;;;;;;;;;;;;
20210419T174703;4.014;;;;;;;;;;;;;;
20210419T175203;4.541;;;;;;;;;;;;;;
20210419T175703;5.068;;;;;;;;;;;;;;
20210419T180203;5.596;;;;;;;;;;;;;;
20210419T180703;6.123;;;;;;;;;;;;;;
20210419T181203;6.65;;;;;;;;;;;;;;
20210419T181703;7.177;;;;;;;;;;;;;;
20210419T182203;7.704;;;;;;;;;;;;;;
20210419T182703;8.231;;;;;;;;;;;;;;
20210419T183203;8.758;;;;;;;;;;;;;;
20210419T183703;9.285;;;;;;;;;;;;;;
20210419T184203;9.812;;;;;;;;;;;;;;
20210419T184703;10.338;;;;;;;;;;;;;;
20210419T185203;10.863;;;;;;;;;;;;;;
20210419T185703;11.388;;;;;;;;;;;;;;
20210419T190203;11.914;;;;;;;;;;;;;;
20210419T190703;12.439;;;;;;;;;;;;;;
20210419T191203;12.963;;;;;;;;;;;;;;
20210419T191703;13.488;;;;;;;;;;;;;;
20210419T192203;14.012;;;;;;;;;;;;;;
20210419T192703;14.534;;;;;;;;;;;;;;
20210419T193203;15.057;;;;;;;;;;;;;;
20210419T193703;15.579;;;;;;;;;;;;;;
20210419T194203;16.101;;;;;;;;;;;;;;
20210419T194703;16.623;;;;;;;;;;;;;;
20210419T195203;17.143;;;;;;;;;;;;;;
20210419T195703;17.663;;;;;;;;;;;;;;
20210419T200203;18.184;;;;;;;;;;;;;;
20210419T200703;18.704;;;;;;;;;;;;;;
20210419T201203;19.223;;;;;;;;;;;;;;
20210419T201703;19.599;;;;;;;;;;;;;;
20210419T202203;20.074;;;;;;;;;;;;;;
20210419T202703;20.554;;;;;;;;;;;;;;
20210419T203203;20.958;;;;;;;;;;;;;;
20210419T203703;21.308;;;;;;;;;;;;;;
20210419T204203;21.593;;;;;;;;;;;;;;
20210419T204703;21.793;;;;;;;;;;;;;;
20210419T205203;21.941;;;;;;;;;;;;;;
20210419T205703;22.058;;;;;;;;;;;;;;
20210419T210203;22.152;;;;;;;;;;;;;;
20210419T210703;22.23;;;;;;;;;;;;;;
20210419T211203;22.296;;;;;;;;;;;;;;
20210419T211703;22.352;;;;;;;;;;;;;;
20210419T212203;22.403;;;;;;;;;;;;;;
20210419T212703;22.435;;;;;;;;;;;;;;
20210419T213203;22.464;;;;;;;;;;;;;;
20210419T213703;22.502;;;;;;;;;;;;;;
20210419T214203;22.524;;;;;;;;;;;;;;
20210419T214703;22.552;;;;;;;;;;;;;;
20210419T215203;22.582;;;;;;;;;;;;;;
20210419T215703;22.593;;;;;;;;;;;;;;
20210419T220203;22.593;;;;;;;;;;;;;;
20210419T220703;22.593;;;;;;;;;;;;;;
20210419T221203;22.593;;;;;;;;;;;;;;
20210419T221703;22.593;;;;;;;;;;;;;;
20210419T222203;22.593;;;;;;;;;;;;;;
20210419T222703;22.593;;;;;;;;;;;;;;
20210419T223203;22.593;;;;;;;;;;;;;;
20210419T223703;22.593;;;;;;;;;;;;;;
20210419T224203;22.593;;;;;;;;;;;;;;
20210419T224703;22.593;;;;;;;;;;;;;;
20210419T225203;22.593;;;;;;;;;;;;;;
