CPID;LOC;ChrgSessID;Time;EVID;PluginTime;PlugoutTime;SOCStart;SOCEnd;ChrgTime;MaxChACPower;MaxChDCPower;MaxDischACPower;MaxDischDCPower;SwID;PowerCh
19bb314f;P1D1L1;574040758439673;20210527T135902;6052213ef95ccf583fa12525;20210527T135851;20210527T162351;11.0;100.0;0 days 02:25:00;;;;;V1.4(5);17.353
20210527T135851;0.0;;;;;;;;;;;;;;
20210527T140351;0.586;;;;;;;;;;;;;;
20210527T140851;1.204;;;;;;;;;;;;;;
20210527T141351;1.822;;;;;;;;;;;;;;
20210527T141851;2.233;;;;;;;;;;;;;;
20210527T142351;2.847;;;;;;;;;;;;;;
20210527T142851;3.465;;;;;;;;;;;;;;
20210527T143351;4.083;;;;;;;;;;;;;;
20210527T143851;4.702;;;;;;;;;;;;;;
20210527T144351;5.162;;;;;;;;;;;;;;
20210527T144851;5.604;;;;;;;;;;;;;;
20210527T145351;6.222;;;;;;;;;;;;;;
20210527T145851;6.841;;;;;;;;;;;;;;
20210527T150351;7.459;;;;;;;;;;;;;;
20210527T150851;8.077;;;;;;;;;;;;;;
20210527T151351;8.696;;;;;;;;;;;;;;
20210527T151851;9.314;;;;;;;;;;;;;;
20210527T152351;9.932;;;;;;;;;;;;;;
20210527T152851;10.55;;;;;;;;;;;;;;
20210527T153351;11.168;;;;;;;;;;;;;;
20210527T153851;11.787;;;;;;;;;;;;;;
20210527T154351;12.406;;;;;;;;;;;;;;
20210527T154851;13.025;;;;;;;;;;;;;;
20210527T155351;13.643;;;;;;;;;;;;;;
20210527T155851;14.261;;;;;;;;;;;;;;
20210527T160351;14.879;;;;;;;;;;;;;;
20210527T160851;15.498;;;;;;;;;;;;;;
20210527T161351;16.116;;;;;;;;;;;;;;
20210527T161851;16.737;;;;;;;;;;;;;;
20210527T162351;17.353;;;;;;;;;;;;;;
