LOC;Time;Start;End;Biomass;Lignite;Coal;Gas;HardCoal;Oil;Shale;Peat;Geothermal;HydroPumped;Hydro;Marine;Nuclear;OtherRES;Solar;Waste;WindOffShore;WindOnShore;SwID
ALL;20220102T120219;20200101T000000;20200101T001500;20.934878146225;0.11985617259289;0;9.4286855773072;7.3911306432281;0;0;0;0;3.236116660008;6.5121853775469;0;41.07071514183;0.11985617259289;0;0;0.51937674790252;9.628445864962;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120219;20200101T001500;20200101T003000;21.546052631579;0.12335526315789;0;9.6628289473684;7.6069078947368;0;0;0;0;0;6.5378289473684;0;42.1875;0.12335526315789;0;0;0.86348684210526;10.279605263158;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120219;20200101T003000;20200101T004500;21.329526916803;0.12234910277325;0;9.6247960848287;7.5448613376835;0;0;0;0;0;6.4437194127243;0;41.84339314845;0.12234910277325;0;0;1.3866231647635;10.522022838499;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120219;20200101T004500;20200101T010000;21.065375302663;0.12106537530266;0;9.5238095238095;7.4656981436642;0;0;0;0;0;6.3357546408394;0;41.404358353511;0.12106537530266;0;0;2.0984665052462;10.815173527038;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120219;20200101T010000;20200101T011500;20.691024622716;0.19857029388403;0;9.4122319301033;7.3073868149325;0;0;0;0;0;6.3145353455123;0;40.786338363781;0.11914217633042;0;0;3.494837172359;10.683081810961;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120219;20200101T011500;20200101T013000;20.367474589523;0.19546520719312;0;9.2259577795152;7.271305707584;0;0;0;0;0;6.137607505864;0;40.148553557467;0.11727912431587;0;0;4.6520719311962;10.906958561376;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120219;20200101T013000;20200101T014500;20.023103581055;0.19252984212553;0;9.1259145167501;7.0850981902195;0;0;0;0;0;6.0454370427416;0;39.545629572584;0.11551790527532;0;0;5.5448594532152;11.359260685406;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120219;20200101T014500;20200101T020000;19.629349470499;0.18910741301059;0;8.963691376702;6.9591527987897;0;0;0;0;0;5.9379727685325;0;38.842662632375;0.11346444780635;0;0;6.4296520423601;11.989409984871;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120219;20200101T020000;20200101T021500;19.20799407846;0.18504811250925;0;8.8082901554404;6.8467801628423;0;0;0;0;0;5.9585492227979;0;38.045891931902;0.11102886750555;0;0;7.5499629903775;12.361213915618;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120219;20200101T021500;20200101T023000;19.031903190319;0.18335166850018;0;8.7642097543088;6.7473414008067;0;0;0;0;0;5.7572423909058;0;37.660432709938;0.11001100110011;0;0;8.1774844151082;12.651265126513;github.com/GreenCharge/PMC.gridmix
