HCID;SwID;Time;SetPt;AllowedDev;AST;AET
HeatPump1;SODVIN_v1;20210409T000000;60;NULL;20210322T010000;20210409T150000
20210322T010000;0.00;;;;;
20210322T070000;0.00;;;;;
20210322T080000;0.78;;;;;
20210322T090000;0.77;;;;;
20210322T100000;0.00;;;;;
20210322T110000;0.12;;;;;
20210322T120000;1.14;;;;;
20210322T130000;1.09;;;;;
20210322T140000;0.93;;;;;
20210322T150000;1.01;;;;;
20210322T160000;1.08;;;;;
20210322T170000;0.86;;;;;
20210322T180000;0.00;;;;;
20210322T190000;0.00;;;;;
20210322T200000;0.47;;;;;
20210322T210000;0.94;;;;;
20210322T220000;0.99;;;;;
20210322T230000;0.94;;;;;
20210323T000000;0.00;;;;;
20210323T070000;0.00;;;;;
20210323T080000;0.80;;;;;
20210323T090000;0.88;;;;;
20210323T100000;0.38;;;;;
20210323T110000;0.00;;;;;
20210323T120000;0.74;;;;;
20210323T130000;1.14;;;;;
20210323T140000;0.83;;;;;
20210323T150000;0.00;;;;;
20210323T160000;0.16;;;;;
20210323T170000;0.99;;;;;
20210323T180000;0.95;;;;;
20210323T190000;0.60;;;;;
20210323T200000;0.00;;;;;
20210323T210000;0.57;;;;;
20210323T220000;0.93;;;;;
20210323T230000;0.76;;;;;
20210324T000000;0.54;;;;;
20210324T010000;0.00;;;;;
20210324T080000;0.00;;;;;
20210324T090000;0.55;;;;;
20210324T100000;0.89;;;;;
20210324T110000;0.99;;;;;
20210324T120000;1.00;;;;;
20210324T130000;1.01;;;;;
20210324T140000;0.89;;;;;
20210324T150000;0.00;;;;;
20210324T160000;0.61;;;;;
20210324T170000;0.89;;;;;
20210324T180000;1.05;;;;;
20210324T190000;0.97;;;;;
20210324T200000;1.02;;;;;
20210324T210000;0.98;;;;;
20210324T220000;0.46;;;;;
20210324T230000;0.00;;;;;
20210325T030000;0.00;;;;;
20210325T040000;0.81;;;;;
20210325T050000;0.57;;;;;
20210325T060000;0.00;;;;;
20210325T090000;0.00;;;;;
20210325T100000;0.83;;;;;
20210325T110000;0.87;;;;;
20210325T120000;0.98;;;;;
20210325T130000;0.99;;;;;
20210325T140000;0.94;;;;;
20210325T150000;0.95;;;;;
20210325T160000;0.00;;;;;
20210325T170000;1.05;;;;;
20210325T180000;1.19;;;;;
20210325T190000;1.13;;;;;
20210325T200000;0.82;;;;;
20210325T210000;1.11;;;;;
20210325T220000;0.76;;;;;
20210325T230000;0.80;;;;;
20210326T000000;0.00;;;;;
20210326T070000;0.00;;;;;
20210326T080000;0.51;;;;;
20210326T090000;0.88;;;;;
20210326T100000;0.76;;;;;
20210326T110000;0.00;;;;;
20210326T120000;0.00;;;;;
20210326T130000;0.00;;;;;
20210326T140000;0.92;;;;;
20210326T150000;0.92;;;;;
20210326T160000;0.99;;;;;
20210326T170000;0.87;;;;;
20210326T180000;0.45;;;;;
20210326T190000;0.00;;;;;
20210327T080000;0.00;;;;;
20210327T090000;0.72;;;;;
20210327T100000;0.98;;;;;
20210327T110000;1.16;;;;;
20210327T120000;0.86;;;;;
20210327T130000;0.89;;;;;
20210327T140000;0.88;;;;;
20210327T150000;0.97;;;;;
20210327T160000;0.98;;;;;
20210327T170000;0.87;;;;;
20210327T180000;0.94;;;;;
20210327T190000;0.69;;;;;
20210327T200000;0.33;;;;;
20210327T210000;0.00;;;;;
20210327T220000;0.44;;;;;
20210327T230000;0.88;;;;;
20210328T000000;0.86;;;;;
20210328T010000;0.32;;;;;
20210328T030000;0.00;;;;;
20210328T080000;0.00;;;;;
20210328T090000;0.75;;;;;
20210328T100000;0.76;;;;;
20210328T110000;0.98;;;;;
20210328T120000;1.21;;;;;
20210328T130000;0.93;;;;;
20210328T140000;1.23;;;;;
20210328T150000;0.82;;;;;
20210328T160000;0.92;;;;;
20210328T170000;0.71;;;;;
20210328T180000;0.67;;;;;
20210328T190000;0.00;;;;;
20210328T200000;0.00;;;;;
20210328T210000;0.61;;;;;
20210328T220000;0.94;;;;;
20210328T230000;1.08;;;;;
20210329T000000;0.47;;;;;
20210329T010000;0.00;;;;;
20210329T060000;0.00;;;;;
20210329T070000;0.59;;;;;
20210329T080000;0.86;;;;;
20210329T090000;0.35;;;;;
20210329T100000;0.13;;;;;
20210329T110000;1.18;;;;;
20210329T120000;0.95;;;;;
20210329T130000;0.87;;;;;
20210329T140000;0.95;;;;;
20210329T150000;0.92;;;;;
20210329T160000;0.80;;;;;
20210329T170000;0.74;;;;;
20210329T180000;0.00;;;;;
20210329T190000;0.00;;;;;
20210329T200000;0.94;;;;;
20210329T210000;1.04;;;;;
20210329T220000;0.93;;;;;
20210329T230000;0.56;;;;;
20210330T000000;0.00;;;;;
20210330T040000;0.00;;;;;
20210330T050000;0.65;;;;;
20210330T060000;0.80;;;;;
20210330T070000;0.00;;;;;
20210330T080000;0.00;;;;;
20210330T090000;0.21;;;;;
20210330T100000;1.01;;;;;
20210330T110000;1.04;;;;;
20210330T120000;0.91;;;;;
20210330T130000;0.83;;;;;
20210330T140000;0.81;;;;;
20210330T150000;0.88;;;;;
20210330T160000;0.94;;;;;
20210330T170000;1.08;;;;;
20210330T180000;0.97;;;;;
20210330T190000;0.88;;;;;
20210330T200000;0.84;;;;;
20210330T210000;0.89;;;;;
20210330T220000;0.36;;;;;
20210330T230000;0.27;;;;;
20210331T000000;0.94;;;;;
20210331T010000;0.41;;;;;
20210331T020000;0.00;;;;;
20210331T070000;0.00;;;;;
20210331T080000;0.33;;;;;
20210331T090000;1.04;;;;;
20210331T100000;0.86;;;;;
20210331T110000;1.01;;;;;
20210331T120000;0.92;;;;;
20210331T130000;0.67;;;;;
20210331T140000;0.85;;;;;
20210331T150000;1.10;;;;;
20210331T160000;0.88;;;;;
20210331T170000;0.96;;;;;
20210331T180000;0.88;;;;;
20210331T190000;0.82;;;;;
20210331T200000;0.76;;;;;
20210331T210000;0.00;;;;;
20210331T220000;0.41;;;;;
20210331T230000;1.05;;;;;
20210401T000000;1.08;;;;;
20210401T010000;0.80;;;;;
20210401T020000;0.00;;;;;
20210401T070000;0.00;;;;;
20210401T080000;0.37;;;;;
20210401T090000;0.88;;;;;
20210401T100000;1.03;;;;;
20210401T110000;0.98;;;;;
20210401T120000;1.01;;;;;
20210401T130000;1.02;;;;;
20210401T140000;1.00;;;;;
20210401T150000;1.07;;;;;
20210401T160000;0.93;;;;;
20210401T170000;0.04;;;;;
20210401T180000;0.43;;;;;
20210401T190000;1.26;;;;;
20210401T200000;1.28;;;;;
20210401T210000;1.13;;;;;
20210401T220000;1.23;;;;;
20210401T230000;0.91;;;;;
20210402T000000;0.84;;;;;
20210402T010000;0.00;;;;;
20210402T020000;0.00;;;;;
20210402T070000;0.00;;;;;
20210402T080000;0.50;;;;;
20210402T090000;0.94;;;;;
20210402T100000;0.84;;;;;
20210402T110000;1.00;;;;;
20210402T120000;1.09;;;;;
20210402T130000;1.13;;;;;
20210402T140000;0.91;;;;;
20210402T150000;0.95;;;;;
20210402T160000;1.05;;;;;
20210402T170000;1.05;;;;;
20210402T180000;0.89;;;;;
20210402T190000;0.00;;;;;
20210402T200000;0.00;;;;;
20210402T210000;0.56;;;;;
20210402T220000;0.88;;;;;
20210402T230000;0.98;;;;;
20210403T000000;1.24;;;;;
20210403T010000;0.77;;;;;
20210403T020000;0.00;;;;;
20210403T090000;0.00;;;;;
20210403T100000;0.86;;;;;
20210403T110000;1.16;;;;;
20210403T120000;1.13;;;;;
20210403T130000;1.24;;;;;
20210403T140000;1.25;;;;;
20210403T150000;1.22;;;;;
20210403T160000;1.03;;;;;
20210403T170000;0.98;;;;;
20210403T180000;1.21;;;;;
20210403T190000;1.12;;;;;
20210403T200000;1.16;;;;;
20210403T210000;1.07;;;;;
20210403T220000;0.89;;;;;
20210403T230000;1.06;;;;;
20210404T000000;0.83;;;;;
20210404T010000;0.00;;;;;
20210404T070000;0.00;;;;;
20210404T080000;0.38;;;;;
20210404T090000;0.81;;;;;
20210404T100000;0.91;;;;;
20210404T110000;1.22;;;;;
20210404T120000;0.91;;;;;
20210404T130000;1.22;;;;;
20210404T140000;1.06;;;;;
20210404T150000;1.04;;;;;
20210404T160000;0.98;;;;;
20210404T170000;0.99;;;;;
20210404T180000;1.01;;;;;
20210404T190000;1.07;;;;;
20210404T200000;0.97;;;;;
20210404T210000;0.94;;;;;
20210404T220000;0.00;;;;;
20210404T230000;0.80;;;;;
20210405T000000;1.08;;;;;
20210405T010000;0.78;;;;;
20210405T020000;0.00;;;;;
20210405T070000;0.00;;;;;
20210405T080000;0.39;;;;;
20210405T090000;0.79;;;;;
20210405T100000;0.86;;;;;
20210405T110000;1.09;;;;;
20210405T120000;1.20;;;;;
20210405T130000;1.18;;;;;
20210405T140000;0.97;;;;;
20210405T150000;1.22;;;;;
20210405T160000;0.95;;;;;
20210405T170000;0.46;;;;;
20210405T180000;0.84;;;;;
20210405T190000;1.22;;;;;
20210405T200000;1.23;;;;;
20210405T210000;1.21;;;;;
20210405T220000;1.01;;;;;
20210405T230000;1.22;;;;;
20210406T000000;1.14;;;;;
20210406T010000;0.91;;;;;
20210406T020000;0.00;;;;;
20210406T040000;0.00;;;;;
20210406T050000;0.08;;;;;
20210406T060000;1.00;;;;;
20210406T070000;0.78;;;;;
20210406T080000;0.71;;;;;
20210406T090000;0.00;;;;;
20210406T100000;0.00;;;;;
20210406T110000;0.86;;;;;
20210406T120000;1.15;;;;;
20210406T130000;1.19;;;;;
20210406T140000;1.08;;;;;
20210406T150000;1.23;;;;;
20210406T160000;1.19;;;;;
20210406T170000;1.17;;;;;
20210406T180000;1.20;;;;;
20210406T190000;1.13;;;;;
20210406T200000;1.08;;;;;
20210406T210000;0.96;;;;;
20210406T220000;1.13;;;;;
20210406T230000;0.96;;;;;
20210407T000000;1.17;;;;;
20210407T010000;1.10;;;;;
20210407T020000;0.72;;;;;
20210407T030000;0.00;;;;;
20210407T060000;0.00;;;;;
20210407T070000;0.47;;;;;
20210407T080000;1.07;;;;;
20210407T090000;1.19;;;;;
20210407T100000;1.23;;;;;
20210407T110000;1.23;;;;;
20210407T120000;1.21;;;;;
20210407T130000;1.10;;;;;
20210407T140000;1.22;;;;;
20210407T150000;1.22;;;;;
20210407T160000;1.24;;;;;
20210407T170000;1.15;;;;;
20210407T180000;1.23;;;;;
20210407T190000;1.25;;;;;
20210407T200000;1.25;;;;;
20210407T210000;1.25;;;;;
20210407T220000;1.24;;;;;
20210407T230000;1.23;;;;;
20210408T000000;1.23;;;;;
20210408T010000;1.15;;;;;
20210408T020000;0.91;;;;;
20210408T030000;0.78;;;;;
20210408T040000;0.07;;;;;
20210408T050000;0.00;;;;;
20210408T060000;0.00;;;;;
20210408T070000;0.41;;;;;
20210408T080000;0.96;;;;;
20210408T090000;1.04;;;;;
20210408T100000;1.17;;;;;
20210408T110000;1.25;;;;;
20210408T120000;1.24;;;;;
20210408T130000;1.24;;;;;
20210408T140000;1.10;;;;;
20210408T150000;1.05;;;;;
20210408T160000;1.24;;;;;
20210408T170000;1.27;;;;;
20210408T180000;1.22;;;;;
20210408T190000;0.93;;;;;
20210408T200000;0.93;;;;;
20210408T210000;0.79;;;;;
20210408T220000;0.92;;;;;
20210408T230000;0.89;;;;;
20210409T000000;0.82;;;;;
20210409T010000;0.79;;;;;
20210409T020000;0.74;;;;;
20210409T030000;0.02;;;;;
20210409T040000;0.00;;;;;
20210409T070000;0.00;;;;;
20210409T080000;0.84;;;;;
20210409T090000;0.92;;;;;
20210409T100000;0.88;;;;;
20210409T110000;1.15;;;;;
20210409T120000;0.91;;;;;
20210409T130000;1.19;;;;;
20210409T140000;1.13;;;;;
20210409T150000;1.07;;;;;
