HCID;SwID;Time;SetPt;AllowedDev;AST;AET
Hotwater1;SODVIN_v1;20210409T000000;60;NULL;20210322T010000;20210409T090000
20210322T010000;0.00;;;;;
20210322T020000;2.03;;;;;
20210322T030000;0.91;;;;;
20210322T040000;1.16;;;;;
20210322T050000;1.93;;;;;
20210322T060000;1.60;;;;;
20210322T070000;15.68;;;;;
20210322T080000;13.09;;;;;
20210322T090000;13.36;;;;;
20210322T100000;18.00;;;;;
20210322T110000;19.68;;;;;
20210322T120000;13.08;;;;;
20210322T130000;11.70;;;;;
20210322T140000;16.17;;;;;
20210322T150000;24.44;;;;;
20210322T160000;16.22;;;;;
20210322T170000;14.58;;;;;
20210322T180000;21.32;;;;;
20210322T190000;25.32;;;;;
20210322T200000;11.08;;;;;
20210322T210000;19.09;;;;;
20210322T220000;20.57;;;;;
20210322T230000;3.84;;;;;
20210323T000000;2.27;;;;;
20210323T010000;1.34;;;;;
20210323T020000;1.74;;;;;
20210323T030000;0.90;;;;;
20210323T040000;1.03;;;;;
20210323T050000;1.94;;;;;
20210323T060000;2.94;;;;;
20210323T070000;14.73;;;;;
20210323T080000;14.97;;;;;
20210323T090000;11.53;;;;;
20210323T100000;14.87;;;;;
20210323T110000;12.01;;;;;
20210323T120000;17.27;;;;;
20210323T130000;7.25;;;;;
20210323T140000;10.34;;;;;
20210323T150000;10.59;;;;;
20210323T160000;26.49;;;;;
20210323T170000;24.50;;;;;
20210323T180000;17.94;;;;;
20210323T190000;14.29;;;;;
20210323T200000;12.33;;;;;
20210323T210000;27.12;;;;;
20210323T220000;7.63;;;;;
20210323T230000;7.74;;;;;
20210324T000000;1.26;;;;;
20210324T010000;1.14;;;;;
20210324T020000;2.44;;;;;
20210324T030000;0.98;;;;;
20210324T040000;0.93;;;;;
20210324T050000;1.71;;;;;
20210324T060000;2.99;;;;;
20210324T070000;20.19;;;;;
20210324T080000;20.49;;;;;
20210324T090000;9.38;;;;;
20210324T100000;18.03;;;;;
20210324T110000;10.83;;;;;
20210324T120000;8.64;;;;;
20210324T130000;9.98;;;;;
20210324T140000;11.31;;;;;
20210324T150000;21.07;;;;;
20210324T160000;18.45;;;;;
20210324T170000;15.74;;;;;
20210324T180000;23.74;;;;;
20210324T190000;16.26;;;;;
20210324T200000;20.66;;;;;
20210324T210000;18.48;;;;;
20210324T220000;7.37;;;;;
20210324T230000;4.76;;;;;
20210325T000000;2.03;;;;;
20210325T010000;1.08;;;;;
20210325T020000;1.12;;;;;
20210325T030000;1.25;;;;;
20210325T040000;1.74;;;;;
20210325T050000;2.06;;;;;
20210325T060000;3.20;;;;;
20210325T070000;17.20;;;;;
20210325T080000;15.63;;;;;
20210325T090000;18.32;;;;;
20210325T100000;15.45;;;;;
20210325T110000;16.58;;;;;
20210325T120000;11.47;;;;;
20210325T130000;10.93;;;;;
20210325T140000;15.21;;;;;
20210325T150000;8.41;;;;;
20210325T160000;16.72;;;;;
20210325T170000;13.70;;;;;
20210325T180000;22.91;;;;;
20210325T190000;23.75;;;;;
20210325T200000;7.82;;;;;
20210325T210000;18.50;;;;;
