PriceModelID;TariffID;EntryTime;ExitTime;StartTime;EndTime;Type;PriceType;Period;Unit;Price
c31388ac-646a-4518-827b-6993274ff630;0404aba5-e0a3-4deb-b7c2-c2e0d527c529;20200101T000000;null;20220101T000000;null;"greencharge demo tariff (free of charge)";"Price per kWh";null;Euro;0.25
9f47cfe4-19f9-4aab-b021-d03214749d86;69ed5b2a-89f8-4ce9-8633-abc3bba974fa;20200101T000000;20220101T000000;20200101T000000;20220101T000000;"greencharge demo tariff (free of charge)";"Fixed price";null;Euro;0
