LOC;Time;Start;End;Biomass;Lignite;Coal;Gas;HardCoal;Oil;Shale;Peat;Geothermal;HydroPumped;Hydro;Marine;Nuclear;OtherRES;Solar;Waste;WindOffShore;WindOnShore;SwID
ALL;20220102T120222;20211201T000000;20211201T001500;13.155631986242;0.10748065348237;0;7.6956147893379;5.8254514187446;0;0;0;0;0.77386070507309;2.6225279449699;0;19.668959587274;0.15047291487532;0;0;16.702493551161;31.34135855546;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T001500;20211201T003000;12.538414259373;0.10243802499488;0;7.2935873796353;5.5521409547224;0;0;0;0;1.4546199549273;2.499487809875;0;18.725670969064;0.14341323499283;0;0;18.090555214095;31.735300143413;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T003000;20211201T004500;12.113350628617;0.099780482937537;0;7.0245459988026;5.2883655956895;0;0;0;0;1.3171023747755;2.4346437836759;0;18.199960087807;0.13969267611255;0;0;18.838555178607;32.727998403512;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T004500;20211201T010000;11.874635000973;0.09733307377847;0;6.7743819349815;4.7498540003893;0;0;0;0;0.19466614755694;2.3749270001947;0;17.753552657193;0.13626630328986;0;0;20.809811173837;33.463110765038;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T010000;20211201T011500;11.470477623167;0.094020308386612;0;6.4497931553215;4.3061301241068;0;0;0;0;0;2.275291462956;0;17.149304249718;0.13162843174126;0;0;22.771718691237;33.659270402407;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T011500;20211201T013000;11.080786026201;0.090975254730713;0;6.2227074235808;3.948326055313;0;0;0;0;0;2.2016011644833;0;16.575691411936;0.127365356623;0;0;23.926491994178;34.188500727802;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T013000;20211201T014500;10.711134639139;0.088230104111523;0;6.0349391212282;3.8291865184401;0;0;0;0;0;2.1351685194989;0;16.075524969119;0.12352214575613;0;0;24.510322922181;34.903829186518;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T014500;20211201T020000;10.545517720639;0.086865879082696;0;5.9242529534399;3.5962473940236;0;0;0;0;0;2.1369006254343;0;15.757470465601;0.12161223071577;0;0;24.635163307853;35.632383599722;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T020000;20211201T021500;10.291624279417;0.084774499830451;0;5.7816208884368;3.4418446931163;0;0;0;0;0;2.0854526958291;0;15.462868769074;0.11868429976263;0;0;24.398101051204;36.809087826382;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T021500;20211201T023000;10.003306878307;0.082671957671958;0;5.6547619047619;3.3564814814815;0;0;0;0;0;2.0337301587302;0;15.079365079365;0.11574074074074;0;0;24.73544973545;37.450396825397;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T023000;20211201T024500;9.792813208158;0.080932340563289;0;5.535772094529;3.3344124312075;0;0;0;0;0;1.9909355778569;0;14.729685982519;0.1133052767886;0;0;24.91097442538;38.054386532859;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T024500;20211201T030000;9.580552907531;0.079440737210041;0;5.4337464251668;3.2570702256117;0;0;0;0;0;1.986018430251;0;14.426437877344;0.11121703209406;0;0;24.674292977439;39.021290117572;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T030000;20211201T031500;9.4366197183099;0.078247261345853;0;5.3521126760563;3.1298904538341;0;0;0;0;0;1.9718309859155;0;14.241001564945;0.10954616588419;0;0;24.428794992175;39.843505477308;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T031500;20211201T033000;9.2658149915346;0.076958596275204;0;5.2639679852239;3.0783438510082;0;0;0;0;0;1.9393566261351;0;13.991072802832;0.10774203478529;0;0;23.995690318609;40.895798060643;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T033000;20211201T034500;9.1406012754327;0.075918615244458;0;5.1928332827209;3.0367446097783;0;0;0;0;0;1.8675979350137;0;13.847555420589;0.10628606134224;0;0;23.671424233222;41.694503492256;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T034500;20211201T040000;9.0593386682772;0.07549448890231;0;5.163823040918;3.0046806583119;0;0;0;0;0;1.8722633247773;0;13.770194775781;0.10569228446323;0;0;23.282500377472;42.307111580855;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T040000;20211201T041500;8.9458774414791;0.074548978678992;0;5.0693305501715;2.9372297599523;0;0;0;0;0;1.8189950797674;0;13.567914119577;0.10436857015059;0;0;22.946175637394;43.22349783808;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T041500;20211201T043000;8.8517807004581;0.073887985813507;0;5.0539382296439;2.9259642382149;0;0;0;0;0;1.8028668538496;0;13.462391015221;0.10344318013891;0;0;22.742722033397;43.682577212945;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T043000;20211201T044500;8.731778425656;0.072886297376093;0;5.2040816326531;2.9008746355685;0;0;0;0;0;1.7784256559767;0;13.279883381924;0.10204081632653;0;0;22.405247813411;44.241982507289;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T044500;20211201T050000;8.5689679919621;0.07176690110521;0;5.3681642026697;2.8706760442084;0;0;0;0;0;1.7654657671882;0;13.061576001148;0.10047366154729;0;0;22.104205540405;44.825606430314;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T050000;20211201T051500;8.3871874121944;0.070244450688396;0;5.5633604945209;2.7535824669851;0;0;0;0;0;1.7561112672099;0;12.798538915426;0.098342230963754;0;0;21.621241921888;45.757235178421;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T051500;20211201T053000;8.2526956040918;0.06911805363561;0;5.66768039812;2.723251313243;0;0;0;0;0;1.7279513408902;0;12.593309372408;0.096765275089853;0;0;21.150124412497;46.54409731822;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T053000;20211201T054500;8.1198910081744;0.068119891008174;0;5.6948228882834;2.7656675749319;0;0;0;0;0;1.7029972752044;0;12.425068119891;0.095367847411444;0;0;20.953678474114;47.016348773842;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T054500;20211201T060000;8.0351114112086;0.067521944632005;0;5.7393652937205;2.8089128966914;0;0;0;0;0;1.7015530047265;0;12.288993923025;0.094530722484808;0;0;20.729237002026;47.386900742741;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T060000;20211201T061500;7.9248801278636;0.066595631326585;0;5.8470964304742;2.73042088439;0;0;0;0;0;1.7048481619606;0;11.867341502397;0.093233883857219;0;0;20.551411827384;48.082045817794;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T061500;20211201T063000;7.8662083553675;0.066102591221576;0;5.8434690639873;2.8556319407721;0;0;0;0;0;1.679005817028;0;12.030671602327;0.092543627710206;0;0;19.288736118456;49.153886832364;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T063000;20211201T064500;7.9034610794324;0.066304203686514;0;5.7949874022013;3.0102108473677;0;0;0;0;0.13260840737303;1.6708659329001;0;12.067365070945;0.092825885161119;0;0;18.406046943376;49.728152764885;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T064500;20211201T070000;7.8318002628121;0.065703022339028;0;5.6898817345598;3.0749014454665;0;0;0;0;0.22339027595269;1.6688567674113;0;11.957950065703;0.091984231274639;0;0;18.278580814717;50;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T070000;20211201T071500;7.7918682180677;0.065368021963655;0;5.3078833834488;3.0330762191136;0;0;0;0;0;1.699568571055;0;11.779317557851;0.091515230749118;0;0;18.185383710289;50.947836318473;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T071500;20211201T073000;7.8756749637824;0.065850125115238;0;5.268010009219;3.0817858553931;0;0;0;0;0;1.7121032529962;0;11.97155274595;0.092190175161333;0;0;16.72593177927;52.100618991176;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T073000;20211201T074500;7.8180154268532;0.065368021963655;0;5.2294417570924;3.0722970322918;0;0;0;0;0.31376650542555;1.7257157798405;0;11.883906392993;0.091515230749118;0.013073604392731;0;16.551183161198;52.137534318212;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T074500;20211201T080000;7.723053120165;0.064466219700877;0;5.1830840639505;3.0299123259412;0;0;0;0;0.51572975760701;1.7019082001031;0;11.73285198556;0.090252707581227;0.1547189272821;0;16.322846828262;52.398143372873;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T080000;20211201T081500;7.7270381836945;0.064499484004128;0;5.250257997936;3.031475748194;0;0;0;0;0.19349845201238;1.6769865841073;0;11.648606811146;0.090299277605779;0.34829721362229;0;16.176470588235;52.708978328173;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T081500;20211201T083000;7.7761910943788;0.064909775412177;0;5.2966376736336;3.0507594443723;0;0;0;0;0.064909775412177;1.700636115799;0;11.761651304686;0.090873685577048;0.32454887706089;0;15.110995715955;53.667402310788;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T083000;20211201T084500;7.7259850630955;0.06438320885913;0;5.2407932011331;3.0775173834664;0;0;0;0;0.038629925315478;1.699716713881;0;11.691990728818;0.090136492402781;0.45068246201391;0;14.988411022405;53.850115889776;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T084500;20211201T090000;7.7668648229517;0.064616179891445;0;5.2468338071853;3.0757301628328;0;0;0;0;0.038769707934867;1.7058671491341;0;11.721375032308;0.090462651848023;0.6978547428276;0;14.176789868183;54.329284052727;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T090000;20211201T091500;7.7258726899384;0.064168377823409;0;5.4158110882957;2.9774127310062;0;0;0;0;0.051334702258727;1.694045174538;0;11.640143737166;0.089835728952772;1.0523613963039;0;13.385523613963;54.82546201232;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T091500;20211201T093000;7.66781301745;0.063686154629983;0;5.4005859126226;2.9295631129792;0;0;0;0;0.10189784740797;1.6813144822316;0;11.501719526175;0.089160616481977;1.5666794038976;0;13.284931855815;54.642720672526;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T093000;20211201T094500;7.6019699457002;0.063139285263291;0;5.3542113903271;2.8917792650587;0;0;0;0;0.13890642757924;1.6795049880035;0;11.40295491855;0.088394999368607;2.2730142694785;0;13.15822704887;54.287157469377;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T094500;20211201T100000;7.5628140703518;0.062814070351759;0;5.3266331658291;2.8643216080402;0;0;0;0;0.13819095477387;1.6708542713568;0;11.356783919598;0.087939698492462;3.0904522613065;0;12.701005025126;54.082914572864;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T100000;20211201T101500;7.543157368026;0.062546910182637;0;5.3289967475607;2.8771578684013;0;0;0;0;0.1376032024018;1.6762571928947;0;11.358518889167;0.087565674255692;3.8278709031774;0;12.121591193395;53.92794595947;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T101500;20211201T103000;7.5224550898204;0.062375249500998;0;5.314371257485;2.8692614770459;0;0;0;0;0.17465069860279;1.6841317365269;0;11.302395209581;0.087325349301397;4.3912175648703;0;12.088323353293;53.455588822355;github.com/GreenCharge/PMC.gridmix
ALL;20220102T120222;20211201T103000;20211201T104500;7.4845105328377;0.061957868649318;0;5.2788104089219;2.8748451053284;0;0;0;0;0.14869888475836;1.6728624535316;0;11.226765799257;0.086741016109046;5.0805452292441;0;11.970260223048;53.073110285006;github.com/GreenCharge/PMC.gridmix
