ReqID;CPID;LOC;ChrgSessID;Time;EVID;Conn;EventType;Status;ChrgConstraint;PriceModelID;TariffID;SwID
eed7e454;d5f08e21;P1D1L1;8041374325427138;20220219T213201;620d547cb74e7207c613694f;"Type 2";Initial;Confirmed;{"EST":"20220219T212201","LFT":"20220220T032201","EnergyStart":"UNKNOWN","EnergyEnd":"UNKNOWN","EnergyMin":"UNKNOWN","SOCStart":"UNKNOWN","SOCEnd":"UNKNOWN","Priority":"0","V2G":"UNKNOWN"};Charging1;ChrPrice1;V2.0.5(15)
