ReqID;CPID;LOC;ChrgSessID;Time;EVID;Conn;EventType;Status;ChrgConstraint;PriceModelID;TariffID;SwID
c0e2dc99;23235ae2;P1D1L1;1566961042997412;20220202T123425;6050f8a27ae77b6ee7595a3a;"Type 2";Initial;Confirmed;{"EST":"20220202T122425","LFT":"20220202T182425","EnergyStart":"UNKNOWN","EnergyEnd":"UNKNOWN","EnergyMin":"UNKNOWN","SOCStart":"UNKNOWN","SOCEnd":"UNKNOWN","Priority":"0","V2G":"UNKNOWN"};Charging1;ChrPrice1;V2.0.5(15)
