ReqID;CPID;LOC;ChrgSessID;Time;EVID;Conn;EventType;Status;ChrgConstraint;PriceModelID;TariffID;SwID
f921b339;7b4e3fd3;P1D1L1;1020574830120049;20210314T101334;5ff7435c2a485347f4890ca7;"Type 2";Initial;Confirmed;{"EST":"20210314T101334","LFT":"20210315T100000","EnergyStart":"UNKNOWN","EnergyEnd":"UNKNOWN","EnergyMin":"UNKNOWN","SOCStart":"22.0","SOCEnd":"84.0","Priority":"1","V2G":"UNKNOWN"};Charging1;ChrPrice1;V1.0(1)
