ReqID;CPID;LOC;ChrgSessID;Time;EVID;Conn;EventType;Status;ChrgConstraint;PriceModelID;TariffID;SwID
dd018df0;cf4a9413;P1D1L1;1588923581418334;20211107T134946;61a4e528cbfa3451a2fa2e45;"Type 2";Initial;Confirmed;{"EST":"20211107T133946","LFT":"20211107T193946","EnergyStart":"UNKNOWN","EnergyEnd":"UNKNOWN","EnergyMin":"UNKNOWN","SOCStart":"UNKNOWN","SOCEnd":"UNKNOWN","Priority":"0","V2G":"UNKNOWN"};Charging1;ChrPrice1;V2.0.5(15)
