ReqID;CPID;LOC;ChrgSessID;Time;EVID;Conn;EventType;Status;ChrgConstraint;PriceModelID;TariffID;SwID
f4599b80;5e41ca54;P1D1L1;1461253397693261;20220122T001548;60ccb58824f3d82600423df2;"Type 2";Initial;Confirmed;{"EST":"20220122T000548","LFT":"20220122T060548","EnergyStart":"UNKNOWN","EnergyEnd":"UNKNOWN","EnergyMin":"UNKNOWN","SOCStart":"UNKNOWN","SOCEnd":"UNKNOWN","Priority":"0","V2G":"UNKNOWN"};Charging1;ChrPrice1;V2.0.5(15)
