ReqID;CPID;LOC;ChrgSessID;Time;EVID;Conn;EventType;Status;ChrgConstraint;PriceModelID;TariffID;SwID
04f62ada;494bd1fb;P1D1L1;2319329442022667;20220209T184738;60c77000a0cedb1a892fdcc3;"Type 2";Initial;Confirmed;{"EST":"20220209T183738","LFT":"20220210T003738","EnergyStart":"UNKNOWN","EnergyEnd":"UNKNOWN","EnergyMin":"UNKNOWN","SOCStart":"UNKNOWN","SOCEnd":"UNKNOWN","Priority":"0","V2G":"UNKNOWN"};Charging1;ChrPrice1;V2.0.5(15)
