CPID;ChrgSessID;ChrgTime;EVID;LOC;MaxCHACPower;MaxCHDCPower;MaxDischACPower;MaxDischDCPower;PluginTime;PlugoutTime;PowerCH;SOCEnd;SOCStart;SwID;Time
CPLP1;2c12dcde-4f4b-4d72-acad-24bddd79158e;00:05:00;5f5cb08bef270700062e9f22;P2D2L1;22.0;46.0;;;20210625T094634;20210625T095134;1.5599999999999454;100.0;86.66;1.8.5;20210625T094634
20210625T094635; 1461.220
