CPID;LOC;ChrgSessID;Time;EVID;PluginTime;PlugoutTime;SOCStart;SOCEnd;ChrgTime;MaxChACPower;MaxChDCPower;MaxDischACPower;MaxDischDCPower;SwID;PowerCh
d5f08e21;P1D1L1;46a40c3234bf48dba83003529292e7be;20211204T150127;601ffbcb561afc628bc2cabc;20211204T150127;20211204T150541;;;00:04:14;;;;;GC 1.0;0.17
20211204T150500;0.141
20211204T150541;0.17
