LOC;Demo;EntryTime;ExitTime;MeterID;MaxPower
P2D1L3;P2D1;null;null;a2ebd9c2-5de3-4937-814b-f04f9880d479;22
P2D1L1;P2D1;null;null;ee9e2f15-475d-4d7e-9c41-407d90af7afe;70
P2D1L2;P2D1;null;null;null;22
P2D1L4;P2D1;null;null;null;150
