Technology,Biomass,Lignite,Coal,Gas,HardCoal,Oil,Shale,Peat,OtherFossil,Geothermal,HydroPumped,Hydro,Nuclear,OtherRES,Solar,Waste,WindOffShore,WindOnShore,Marine
Factor (gCO2eq/MWh),740.00,400.00,820.00,490.00,350.00,488.00,417.00,350.00,400.00,375.00,24.00,24.00,12.00,20.00,30.00,295.00,12.00,11.00,24.00
