EVID;EntryTime;ExitTime;Distance;MakeM
aaf1cb09-3aed-431f-a0a7-8ecf655706bf;20210310T000000;NULL;NULL;864f4985-53d1-438e-8b97-d89b3acf2a19
68ca27ea-21d5-48e4-b1a3-276c4dbbd19a;20210720T000000;NULL;NULL;26ad86bd-f3a1-4089-9114-a3909b3d0326
