HCID;SwID;Time;SetPt;AllowedDev;AST;AET
Hotwater2;SODVIN_v1;20210409T000000;60;NULL;20210322T010000;20210409T090000
20210322T010000;0.00;;;;;
20210322T020000;8.17;;;;;
20210322T030000;6.57;;;;;
20210322T040000;7.10;;;;;
20210322T050000;6.39;;;;;
20210322T060000;8.55;;;;;
20210322T070000;10.48;;;;;
20210322T080000;12.11;;;;;
20210322T090000;9.94;;;;;
20210322T100000;9.94;;;;;
20210322T110000;9.94;;;;;
20210322T120000;9.91;;;;;
20210322T130000;9.96;;;;;
20210322T140000;9.99;;;;;
20210322T150000;10.00;;;;;
20210322T160000;9.99;;;;;
20210322T170000;9.96;;;;;
20210322T180000;9.95;;;;;
20210322T190000;9.88;;;;;
20210322T200000;9.92;;;;;
20210322T210000;9.96;;;;;
20210322T220000;9.92;;;;;
20210322T230000;9.98;;;;;
20210323T000000;10.04;;;;;
20210323T010000;10.81;;;;;
20210323T020000;8.01;;;;;
20210323T030000;6.50;;;;;
20210323T040000;7.44;;;;;
20210323T050000;6.78;;;;;
20210323T060000;8.22;;;;;
20210323T070000;9.59;;;;;
20210323T080000;9.94;;;;;
20210323T090000;9.94;;;;;
20210323T100000;9.97;;;;;
20210323T110000;9.96;;;;;
20210323T120000;9.98;;;;;
20210323T130000;10.00;;;;;
20210323T140000;10.01;;;;;
20210323T150000;10.02;;;;;
20210323T160000;10.01;;;;;
20210323T170000;9.98;;;;;
20210323T180000;12.21;;;;;
20210323T190000;10.71;;;;;
20210323T200000;11.46;;;;;
20210323T210000;11.43;;;;;
20210323T220000;12.90;;;;;
20210323T230000;9.99;;;;;
20210324T000000;10.03;;;;;
20210324T010000;10.17;;;;;
20210324T020000;7.95;;;;;
20210324T030000;7.30;;;;;
20210324T040000;6.52;;;;;
20210324T050000;7.08;;;;;
20210324T060000;9.10;;;;;
20210324T070000;9.97;;;;;
20210324T080000;12.75;;;;;
20210324T090000;12.96;;;;;
20210324T100000;9.95;;;;;
20210324T110000;10.00;;;;;
20210324T120000;10.04;;;;;
20210324T130000;10.01;;;;;
20210324T140000;9.08;;;;;
20210324T150000;9.55;;;;;
