HCID;SwID;Time;SetPt;AllowedDev;AST;AET
Hotwater2;SODVIN_v1;20210409T000000;60;NULL;20210322T010000;20210409T090000
20210322T010000;0.00;;;;;
20210322T020000;5.81;;;;;
20210322T030000;4.24;;;;;
20210322T040000;5.83;;;;;
20210322T050000;6.15;;;;;
20210322T060000;5.76;;;;;
20210322T070000;6.49;;;;;
20210322T080000;9.82;;;;;
20210322T090000;7.62;;;;;
20210322T100000;7.91;;;;;
20210322T110000;10.00;;;;;
20210322T120000;12.26;;;;;
20210322T130000;12.18;;;;;
20210322T140000;10.04;;;;;
20210322T150000;12.54;;;;;
20210322T160000;10.03;;;;;
20210322T170000;9.10;;;;;
20210322T180000;12.28;;;;;
20210322T190000;9.99;;;;;
20210322T200000;10.07;;;;;
20210322T210000;10.00;;;;;
20210322T220000;11.67;;;;;
20210322T230000;9.35;;;;;
20210323T000000;6.15;;;;;
20210323T010000;5.14;;;;;
20210323T020000;5.06;;;;;
20210323T030000;3.03;;;;;
20210323T040000;5.33;;;;;
20210323T050000;6.10;;;;;
20210323T060000;7.00;;;;;
20210323T070000;8.69;;;;;
20210323T080000;10.01;;;;;
20210323T090000;8.59;;;;;
20210323T100000;8.97;;;;;
20210323T110000;9.23;;;;;
20210323T120000;13.64;;;;;
20210323T130000;10.05;;;;;
20210323T140000;7.59;;;;;
20210323T150000;7.72;;;;;
20210323T160000;10.08;;;;;
20210323T170000;10.03;;;;;
20210323T180000;8.18;;;;;
20210323T190000;10.08;;;;;
20210323T200000;8.69;;;;;
20210323T210000;10.10;;;;;
20210323T220000;12.70;;;;;
20210323T230000;8.83;;;;;
20210324T000000;6.56;;;;;
20210324T010000;5.20;;;;;
20210324T020000;3.01;;;;;
20210324T030000;6.38;;;;;
20210324T040000;5.95;;;;;
20210324T050000;5.74;;;;;
20210324T060000;2.96;;;;;
20210324T070000;6.18;;;;;
20210324T080000;6.68;;;;;
20210324T090000;8.99;;;;;
20210324T100000;10.06;;;;;
20210324T110000;10.09;;;;;
20210324T120000;11.03;;;;;
20210324T130000;11.17;;;;;
20210324T140000;10.04;;;;;
20210324T150000;11.37;;;;;
