HCID;SwID;Time;SetPt;AllowedDev;AST;AET
Hotwater2;SODVIN_v1;20210409T000000;60;NULL;20210322T010000;20210409T090000
20210322T010000;0.00;;;;;
20210322T020000;4.35;;;;;
20210322T030000;5.74;;;;;
20210322T040000;5.75;;;;;
20210322T050000;4.20;;;;;
20210322T060000;5.65;;;;;
20210322T070000;8.67;;;;;
20210322T080000;5.79;;;;;
20210322T090000;6.75;;;;;
20210322T100000;5.83;;;;;
20210322T110000;6.54;;;;;
20210322T120000;6.31;;;;;
20210322T130000;5.63;;;;;
20210322T140000;7.11;;;;;
20210322T150000;7.28;;;;;
20210322T160000;6.74;;;;;
20210322T170000;6.75;;;;;
20210322T180000;7.58;;;;;
20210322T190000;8.62;;;;;
20210322T200000;4.99;;;;;
20210322T210000;6.83;;;;;
20210322T220000;7.17;;;;;
20210322T230000;4.60;;;;;
20210323T000000;4.95;;;;;
20210323T010000;6.17;;;;;
20210323T020000;5.59;;;;;
20210323T030000;5.49;;;;;
20210323T040000;4.56;;;;;
20210323T050000;5.17;;;;;
20210323T060000;7.32;;;;;
20210323T070000;7.06;;;;;
20210323T080000;5.25;;;;;
20210323T090000;6.49;;;;;
20210323T100000;5.81;;;;;
20210323T110000;6.71;;;;;
20210323T120000;6.45;;;;;
20210323T130000;4.39;;;;;
20210323T140000;5.93;;;;;
20210323T150000;5.51;;;;;
20210323T160000;11.40;;;;;
20210323T170000;10.11;;;;;
20210323T180000;6.73;;;;;
20210323T190000;6.05;;;;;
20210323T200000;5.31;;;;;
20210323T210000;8.73;;;;;
20210323T220000;4.53;;;;;
20210323T230000;6.49;;;;;
20210324T000000;4.49;;;;;
20210324T010000;5.82;;;;;
20210324T020000;5.20;;;;;
20210324T030000;4.05;;;;;
20210324T040000;6.12;;;;;
20210324T050000;4.45;;;;;
20210324T060000;6.45;;;;;
20210324T070000;8.69;;;;;
20210324T080000;6.76;;;;;
20210324T090000;5.57;;;;;
20210324T100000;5.91;;;;;
20210324T110000;6.41;;;;;
20210324T120000;4.52;;;;;
20210324T130000;5.36;;;;;
20210324T140000;5.84;;;;;
20210324T150000;7.28;;;;;
