PriceModelID;TariffID;EntryTime;ExitTime;StartTime;EndTime;Type;PriceType;Period;Unit;Price
EnergyMeterRent1;PricePerDay1;20180301T000000;;20220101T000000;20220131T235959;;Price per time unit;Day;EUR;0.044712
PowerContracted1;kWhPeak1;20180301T000000;;20200101T000000;20220131T235959;;Price per kWh;;EUR;0.080064
PowerContracted1;kWhValley1;20180301T000000;;20201101T000000;20220131T235959;;Price per kWh;;EUR;0.003379
ElectricityConsumption1;ElectPrice1;20180301T000000;;20201101T000000;20220131T235959;;Price per kWh;;EUR;0.102377
