CPID;ChrgSessID;ChrgTime;EVID;LOC;MaxCHACPower;MaxCHDCPower;MaxDischACPower;MaxDischDCPower;PluginTime;PlugoutTime;PowerCH;SOCEnd;SOCStart;SwID;Time
CPLP2;2e7bfd31-4101-40bd-97ec-657c50e81def;00:00:27;5f4e186af8cd1d0006889048;P2D2L2;22.0;46.0;;;20210708T075410;20210708T075437;0.0;100.0;12.94;1.8.5;20210708T075410
