CPID;LOC;ChrgSessID;Time;EVID;PluginTime;PlugoutTime;SOCStart;SOCEnd;ChrgTime;MaxChACPower;MaxChDCPower;MaxDischACPower;MaxDischDCPower;SwID;PowerCh
c1018031;P1D1L1;3225884709634748.0;20211130T215936;60c89062a0cedb1a892fe1b0;20211130T192526;20211130T192526;;;00:00:00;;;;;V2.0.5(15);0.0
20211130T192526;0.0
