1617228000 0
1617233270 0
1617238540 0
1617243810 0
1617249080 0
1617254350 0
1617259620 0
1617264890 0
1617270160 0
1617275430 0
1617280700 0
1617285970 0
1617291240 0
1617296510 0
1617301780 13.666364444444444
1617307050 14.111999999999984
1617312320 14.066159999999991
1617317590 2.495999999999981
1617322860 1.0533600000000398
1617328130 0
1617333400 0
1617338670 0
1617343940 0
1617349210 0
1617354480 0
1617359750 0
1617365020 0
1617370290 0
1617375560 0
1617380830 0
1617386100 0
1617391370 0
1617396640 0
1617401910 0
1617407180 0
1617412450 0
1617417720 0
1617422990 0
1617428260 0
1617433530 0
1617438800 0
1617444070 0
1617449340 0
1617454610 0
1617459880 0
1617465150 0
1617470420 0
1617475690 0
1617480960 0
1617486230 0
1617491500 0
1617496770 0
1617502040 0
1617507310 0
1617512580 0
1617517850 0
1617523120 0
1617528390 0
1617533660 0
1617538930 0
1617544200 0
1617549470 0
1617554740 0
1617560010 0
1617565280 0
1617570550 0
1617575820 0
1617581090 0
1617586360 0
1617591630 0
1617596900 0
1617602170 0
1617607440 0
1617612710 0
1617617980 0
1617623250 0
1617628520 0
1617633790 0
1617639060 0
1617644330 0
1617649600 0
1617654870 0
1617660140 0
1617665410 0
1617670680 0
1617675950 0
1617681220 0
1617686490 0
1617691760 0
1617697030 0
1617702300 0
1617707570 0
1617712840 0
1617718110 0
1617723380 0
1617728650 0
1617733920 0
1617739190 0
1617744460 0
1617749730 0
1617755000 0
1617760270 0
1617765540 0
1617770810 0
1617776080 0
1617781350 0
1617786620 0
1617791890 0
1617797160 0
1617802430 0
1617807700 0
1617812970 0
1617818240 0
1617823510 0
1617828780 0
1617834050 0
1617839320 0
1617844590 0
1617849860 0
1617855130 0
1617860400 0
1617865670 0
1617870940 0
1617876210 0
1617881480 0
1617886750 0
1617892020 0
1617897290 0
1617902560 0
1617907830 0
1617913100 0
1617918370 0
1617923640 0
1617928910 0
1617934180 0
1617939450 0
1617944720 0
1617949990 0
1617955260 0
1617960530 0
1617965800 0
1617971070 0
1617976340 0
1617981610 0
1617986880 0
1617992150 0
1617997420 0
1618002690 0
1618007960 0
1618013230 0
1618018500 0
1618023770 0
1618029040 0
1618034310 0
1618039580 0
1618044850 0
1618050120 0
1618055390 0
1618060660 0
1618065930 0
1618071200 0
1618076470 0
1618081740 0
1618087010 0
1618092280 0.34559999999999264
1618097550 0
1618102820 0.09855999999997038
1618108090 0
1618113360 0.09183999999997242
1618118630 0
1618123900 0
1618129170 0
1618134440 0
1618139710 0
1618144980 0
1618150250 0
1618155520 0
1618160790 0
1618166060 0
1618171330 0
1618176600 0
1618181870 0
1618187140 0
1618192410 0
1618197680 0
1618202950 0
1618208220 0
1618213490 0
1618218760 0
1618224030 0
1618229300 0
1618234570 0
1618239840 0
1618245110 0
1618250380 0
1618255650 0
1618260920 0
1618266190 0
1618271460 0
1618276730 0
1618282000 0
1618287270 0
1618292540 0
1618297810 0
1618303080 0
1618308350 0
1618313620 0
1618318890 0
1618324160 0
1618329430 0
1618334700 14.115840000000004
1618339970 14.100320000000009
1618345240 0
1618350510 1.3819199999999956
1618355780 0
1618361050 0
1618366320 0
1618371590 0
1618376860 0.11808000000000447
1618382130 0
1618387400 0
1618392670 0
1618397940 0
1618403210 0
1618408480 0
1618413750 0
1618419020 0
1618424290 0
1618429560 0
1618434830 0
1618440100 0
1618445370 0
1618450640 0
1618455910 0
1618461180 0
1618466450 0
1618471720 0
1618476990 0
1618482260 0
1618487530 0
