MakeM;BatCap;BatCapNameplate;EffCharAC;EffDischarAC;EffCharDC;EffDischarDC;MaxChPwrAC;MaxChPwrDC;MaxDischPwrAC;MaxDischPwrDC
6623a4f4-485d-43cc-b533-0c252e683bd6;0.38;0.38;0.85;0.85;0.9;0.9;0.25;0.25;0.25;0.25
