LOC;Time;Start;End;Biomass;Lignite;Coal;Gas;HardCoal;Oil;Shale;Peat;OtherFossil;Geothermal;HydroPumped;Hydro;Marine;Nuclear;OtherRES;Solar;Waste;WindOffShore;WindOnShore;SwID
P1D1L1;20210118T165100;20210101T000000;20211231T235959;0;0;1;1;0;0;0;0;2;0;0;87;0;2;1;0;0;0;6;NULL
