ReqID;CPID;LOC;ChrgSessID;Time;EVID;Conn;EventType;Status;ChrgConstraint;PriceModelID;TariffID;SwID
52da26bfacec4887aee14277a508f1ea;90ab6a9b-1058-46e0-b23d-bb180b2bd0b2;P2D1L3;52da26bfacec4887aee14277a508f1ea;20210712T072224;6fd498fc-1aad-41dd-9545-6f0ec57c79b3;"Type 2";Initial;Confirmed;"{\"EST\":null,\"LFT\":\"20210712T120000\",\"EnergyStart\":26,\"EnergyEnd\":26.935,\"EnergyMin\":7.8,\"SOCStart\":0.5,\"SOCEnd\":null,\"Priority\":0.3,\"V2G\":false}";9f47cfe4-19f9-4aab-b021-d03214749d86;69ed5b2a-89f8-4ce9-8633-abc3bba974fa;pmc-gc-data-exporter
