BatID;LOC;EntryTime;ExitTime;MakeM;Year;InvMakeM;InvNum
fa6b4786-7a7d-11eb-9439-0242ac130002;P3D3L1;20200901T000000;NULL;"MILLOR 5026";2020;"SMA SMC7000TL";1
