MakeM;Year;Type;PeakPower;Size;Noct;Albedo;TempCoeffP;TempCoeffU;TempCoeffI
Schuco MPE 350 MP 05-1;2020;Si:mono;0.350;2.7;45;0.2;-0.4;-0.38;0.04
