MakeM;Year;Type;PeakPower;Size;Noct;Albedo;TempCoeffP;TempCoeffU;TempCoeffI
Conergy PowerPlus 240P;2018;Si:poly crystalline;6.48;34.5;46;0.2;-0.42;-0.32;0.059
